,SOH labels,SOH estimations,error
0,0.8495972096774194,0.8631643574270822,0.013567147749662833
1,0.8784160516129031,0.9030331755400356,0.024617123927132445
2,0.8210997438709677,0.8725756216061887,0.051475877735221
3,0.8565635400000001,0.8360503403826794,0.020513199617320677
4,0.8735476412903225,0.8814226424834439,0.007875001193121456
5,0.884021206451613,0.8789160237477992,0.005105182703813771
6,0.907338033548387,0.9234829044925211,0.016144870944134082
7,0.8665073993548388,0.8732412954578868,0.006733896103047976
8,0.9420043116129032,0.9313738938531304,0.010630417759772803
9,0.8118105064516129,0.9082294615292268,0.09641895507761389
10,0.9060873116129033,0.8864352603707634,0.01965205124213998
11,0.8665758935483872,0.8817778014693916,0.015201907921004398
12,0.8954798883870967,0.9217138244107215,0.026233936023624782
13,0.9265241148387097,0.8726468837555622,0.05387723108314746
14,0.8704652870967743,0.8894594582521141,0.018994171155339856
15,0.8425677322580645,0.8771109163864992,0.03454318412843471
16,0.820692224516129,0.8750744294428167,0.05438220492668766
17,0.8568684296774193,0.8589058180648017,0.0020373883873824328
18,0.7542168838709677,0.8799753635024621,0.12575847963149434
19,0.9016674361290322,0.9027536271671139,0.0010861910380817186
20,0.8542854496774195,0.865990199940203,0.011704750262783503
21,0.8789369038709677,0.8763966617254785,0.002540242145489202
22,0.8516052335483871,0.8717438448726363,0.02013861132424921
23,0.8831335838709677,0.8600154032656875,0.02311818060528026
24,0.8323586116129033,0.8777281063189157,0.04536949470601248
25,0.891204729032258,0.895941897918455,0.0047371688861970185
26,0.9711519116129032,0.9074882975039023,0.0636636141090009
27,0.8561619877419354,0.8301303428286989,0.026031644913236507
28,0.9586625703225806,0.9336130147043288,0.02504955561825184
29,0.8955909845161291,0.8449229935306857,0.05066799098544339
30,0.9045661587096774,0.9011131553650527,0.0034530033446247277
31,0.928534155483871,0.891052360197605,0.03748179528626594
32,0.8642321490322581,0.869634115593178,0.005401966560919957
33,0.8707595580645162,0.8709719562560185,0.00021239819150231654
34,0.9098669232258063,0.9441326980253063,0.03426577479949999
35,0.9049974625806451,0.9100069993035806,0.005009536722935581
36,0.9109405393548387,0.9087248033177296,0.0022157360371090062
37,0.8679576103225807,0.846417881797801,0.0215397285247797
38,0.8007902535483871,0.8575027804006619,0.05671252685227479
39,0.9473009767741936,0.9284243646107518,0.01887661216344172
40,0.8760717051612903,0.8923142949038722,0.01624258974258186
41,0.9480092593548387,0.869209407223628,0.07879985213121066
42,0.8536230851612904,0.8720750982236477,0.01845201306235733
43,0.854191870967742,0.8396071480597186,0.014584722908023373
44,0.9584488316129032,0.9471843932708661,0.011264438342037053
45,0.8404537632258064,0.7527503619802873,0.08770340124551912
46,0.8062254083870968,0.8887095830665863,0.08248417467948954
47,0.9142174458064517,0.8632116394992135,0.051005806307238166
48,0.8811869838709677,0.8739710046315307,0.007215979239437065
49,0.9050622296774193,0.894846163764808,0.010216065912611372
50,0.8708748625806453,0.9005624677033578,0.029687605122712513
51,0.7965002903225806,0.8767546287032917,0.08025433838071105
52,0.8371473122580646,0.9051481697329677,0.06800085747490314
53,0.9969389664516128,1.0267491164031006,0.029810149951487785
54,0.7759181238709677,0.8766524181011667,0.10073429423019897
55,0.8415110832258064,0.8859913729991771,0.04448028977337071
56,0.8252018483870968,0.8330660457809241,0.007864197393827377
57,0.9741431283870968,0.9296477862105843,0.04449534217651252
58,0.8997043187096775,0.8719071012505695,0.027797217459108015
59,0.8829390348387096,0.8277615305235053,0.055177504315204295
60,0.9691006741935483,0.9239431323485915,0.045157541844956794
61,0.903671489032258,0.9144816036605221,0.01081011462826409
62,0.8640879774193548,0.8409161227429303,0.023171854676424575
63,0.8616323458064516,0.8261741310971382,0.03545821470931343
64,0.9893998470967743,0.953614264112599,0.035785582984175335
65,0.8436034780645162,0.8516568757529988,0.008053397688482566
66,0.848272895483871,0.8654059425097882,0.017133047025917225
67,0.9231276412903225,0.8520444563417109,0.07108318494861166
68,0.8578408335483871,0.8620129509867417,0.00417211743835455
69,0.9698341793548387,0.903484750476678,0.06634942887816075
70,0.8675839006451612,0.8684808836622289,0.0008969830170676429
71,0.8749503722580645,0.8685348750510239,0.006415497207040599
72,0.8654164032258065,0.8500137817333239,0.015402621492482615
73,0.7641178483870966,0.8320766116102947,0.06795876322319805
74,0.9372415658064516,0.8945066928256328,0.042734872980818794
75,0.8563253825806453,0.8583023631893221,0.0019769806086767927
76,0.873608969032258,0.8737872355683763,0.0001782665361182989
77,0.8692308367741935,0.887685241155178,0.018454404380984446
78,0.8427591051612903,0.9071012944538522,0.06434218929256197
79,0.8449336703225807,0.9018827872151725,0.056949116892591745
80,1.0789582438709677,0.9462533199249256,0.13270492394604216
81,0.89367456,0.9054998553649737,0.011825295364973676
82,0.8936772838709678,0.9256865165877195,0.03200923271675171
83,0.855993566451613,0.8890049443580388,0.03301137790642583
84,0.9519037774193548,0.9010915660835196,0.050812211335835245
85,0.820293969032258,0.8270734074802265,0.006779438447968467
86,0.8765363612903225,0.8862463273025538,0.009709966012231286
87,0.9259844916129033,0.8982306309247022,0.02775386068820107
88,0.7859188406451613,0.8389911525730207,0.05307231192785944
89,0.8677490877419355,0.8906526114714961,0.022903523729560615
90,0.9785071903225806,0.9483328972235029,0.03017429309907771
91,0.8725205658064515,0.8966484495423933,0.02412788373594177
92,0.8756172290322581,0.8644015484197767,0.01121568061248146
93,0.9112137258064515,0.8823736425133637,0.028840083293087848
94,0.8547527032258065,0.8728464385310619,0.018093735305255376
95,0.9804156316129031,0.9376189552050554,0.04279667640784768
96,0.8957763380645161,0.8892366241346217,0.006539713929894386
97,0.9030248290322581,0.8795906473704659,0.02343418166179223
98,0.8363214999999999,0.8704793694824983,0.034157869482498326
99,0.8759347967741935,0.8804462904465639,0.004511493672370359
100,0.8421365264516129,0.8597246844913222,0.017588158039709367
101,0.8886478806451613,0.8892856423074769,0.0006377616623155502
102,0.8291338767741936,0.8939243942355705,0.06479051746137687
103,0.8462803361290322,0.8637728824046772,0.017492546275645005
104,0.8859669090322582,0.9197415961983756,0.03377468716611742
105,0.8638752948387097,0.8936163121486886,0.029741017309978912
106,0.8881951316129032,0.9167735555624642,0.028578423949561005
107,0.8091494580645161,0.9048180444587541,0.09566858639423803
108,0.8608263464516129,0.8872312761546739,0.026404929703060964
109,0.8449075283870968,0.8239707806293222,0.020936747757774654
110,0.939790755483871,0.8981889477145925,0.041601807769278576
111,0.85460874,0.8695623564968742,0.014953616496874211
112,0.8248112535483871,0.8789380062554415,0.05412675270705436
113,0.8292574161290323,0.8794941505057123,0.05023673437668008
114,0.8568348580645162,0.8738518800892551,0.01701702202473887
115,0.8767660412903225,0.8714773485835037,0.005288692706818865
116,0.8774805296774194,0.8890568498469023,0.011576320169482845
117,0.8501910432258065,0.8575973842848666,0.007406341059060129
118,0.8381486245161289,0.8434163116110969,0.005267687094967943
119,0.8115215090322581,0.8322778240149117,0.020756314982653623
120,0.8644154483870968,0.8667831464293793,0.002367698042282429
121,0.8622570838709677,0.8667376766056455,0.004480592734677824
122,0.9259694612903225,0.8678373338093808,0.058132127480941764
123,0.9689565464516129,0.8648189637161414,0.10413758273547147
124,0.8972638103225807,0.896629244316012,0.0006345660065687486
125,0.8919480193548388,0.8493250258398887,0.042622993514950136
126,0.9140941522580646,0.9156248881792977,0.001530735921233095
127,0.8711737593548387,0.8887270621691314,0.017553302814292793
128,0.9481333316129033,0.9065186442027622,0.04161468741014107
129,0.8830678832258064,0.9035356808102161,0.02046779758440964
130,0.8865637458064516,0.9031394090048901,0.016575663198438506
131,0.8819426154838709,0.8751133364546606,0.006829279029210267
132,0.8876095838709678,0.8159808604547267,0.07162872341624105
133,0.9132535025806452,0.8877450402835868,0.025508462297058387
134,0.853820278064516,0.8659475424753731,0.012127264410857097
135,0.8414677419354839,0.8593669307981909,0.017899188862707027
136,0.8624954658064516,0.8578607822633985,0.004634683543053186
137,0.8939568270967742,0.9223755629560377,0.028418735859263577
138,0.8731379716129032,0.8598304441305132,0.013307527482389947
139,0.8383160283870968,0.8555752582058196,0.017259229818722743
140,0.8974964122580645,0.878582194113017,0.018914218145047568
141,0.867364390967742,0.8665105094871856,0.0008538814805564288
142,0.8588284935483871,0.8319489716972315,0.026879521851155608
143,0.8638568412903226,0.8671275854395035,0.0032707441491809375
144,0.8546303374193549,0.8568395181586689,0.002209180739313976
145,0.8849406129032258,0.8811277367674398,0.0038128761357859586
146,0.8163633967741937,0.8916253483758337,0.07526195160164006
147,0.9537286412903225,0.8795272788480122,0.07420136244231035
148,0.9265154993548388,0.8870915354834302,0.03942396387140856
149,0.954936466451613,0.9099016930873145,0.04503477336429851
150,0.8827294245161291,0.870650332380819,0.01207909213531011
151,0.9040776580645161,0.8947098652947992,0.009367792769716887
152,0.8570052070967743,0.8625063757150491,0.0055011686182747654
153,0.8671177793548388,0.8443014244404062,0.02281635491443257
154,0.8381224651612903,0.8522714484370814,0.01414898327579106
155,0.9445597903225806,0.9006003146127669,0.04395947570981373
156,0.9225566561290323,0.9087425354305695,0.013814120698462773
157,0.8901030148387096,0.9004247102287787,0.010321695390069108
158,0.8627060483870967,0.8582834983290537,0.00442255005804304
159,0.8645884187096774,0.8531531071275807,0.011435311582096652
160,0.8561941896774193,0.8470062045759076,0.009187985101511753
161,0.9343674174193548,0.9140916479397463,0.02027576947960852
162,0.9145491180645161,0.9024066003016274,0.01214251776288866
163,0.8921571916129032,0.8756308893037786,0.016526302309124552
164,0.8744885200000001,0.9109388717406653,0.03645035174066524
165,0.9585733483870967,0.8638511957071431,0.09472215267995365
166,0.8559062729032259,0.8595165403879376,0.0036102674847117155
167,0.8400498793548388,0.9043937852930954,0.06434390593825667
168,0.8767804206451613,0.8878136807259189,0.011033260080757668
169,0.8553345877419355,0.8760116278639893,0.020677040122053847
170,0.9191207716129032,0.8819953767014921,0.03712539491141109
171,0.856492406451613,0.8863219645866662,0.02982955813505328
172,0.8922918348387096,0.8943204315328628,0.0020285966941532285
173,0.838399889032258,0.8713935316814337,0.0329936426491757
174,0.8908746341935484,0.8772416866071735,0.0136329475863749
175,0.8925671735483872,0.9000197466060207,0.0074525730576334714
176,0.9718986967741935,0.9125515061471111,0.05934719062708238
177,0.9230058651612904,0.903636791925131,0.01936907323615933
178,0.8163170851612903,0.8529651912681525,0.0366481061068622
179,0.9393644883870967,0.9247791860674991,0.014585302319597648
180,0.9151902561290322,0.8657368143101535,0.049453441818878674
181,0.8852111780645162,0.8751584077702046,0.01005277029431162
182,0.9072166716129032,0.8636230185734546,0.04359365303944862
183,0.8181135806451612,0.8734741874529662,0.05536060680780508
184,0.8524664696774193,0.8719938582179986,0.019527388540579227
185,0.963184166451613,0.9649378711072267,0.0017537046556137525
186,0.8788941051612903,0.8745410948947958,0.004353010266494484
187,0.7822358464516129,0.8483509278406419,0.066115081389029
188,0.8974979941935484,0.8789281768122721,0.018569817381276277
189,0.8482676529032258,0.8601962803816907,0.011928627478464904
190,0.8979627116129032,0.9057473062241737,0.007784594611270457
191,0.9155355574193548,0.8980699192850233,0.01746563813433144
192,0.85842822,0.8638940232020123,0.005465803202012287
193,0.8641724554838709,0.8881208699092322,0.02394841442536133
194,0.8848856948387096,0.8317494634236803,0.05313623141502932
195,0.9117413161290323,0.8926292712682664,0.019112044860765898
196,0.843589677419355,0.8676417543455885,0.024052076926233568
197,0.8129020103225807,0.8604819638900941,0.04757995356751343
198,0.8980621883870968,0.8962246213658278,0.0018375670212690265
199,0.8862453858064516,0.863670406146962,0.022574979659489625
200,0.8330279567741935,0.8784720600076537,0.045444103233460154
201,0.8573932535483871,0.8695943274692278,0.012201073920840688
202,0.9217475806451614,0.8489848564902948,0.07276272415486662
203,0.8895719406451613,0.8721355569940704,0.017436383651090903
204,0.7975225690322582,0.8528803530745271,0.05535778404226899
205,0.9965276038709677,0.9135821546701638,0.08294544920080393
206,0.9595934774193547,0.8977064723896374,0.061887005029717335
207,0.8776179883870967,0.8981949392745913,0.02057695088749456
208,0.8348675529032258,0.8354325691801685,0.0005650162769427203
209,0.9580982677419355,0.92864494715119,0.02945332059074557
210,0.8541357812903226,0.8299299330984237,0.02420584819189897
211,0.793490890967742,0.8753620926735289,0.08187120170578699
212,0.8726253012903226,0.8690635825909242,0.003561718699398364
213,0.8749820787096775,0.8569804151922666,0.018001663517410837
214,0.8565722141935483,0.8520712380858664,0.004500976107681964
215,0.8586330038709677,0.8765193717506083,0.017886367879640597
216,0.89921452,0.9031103347391989,0.0038958147391988662
217,0.9151972858064515,0.9072200973834836,0.007977188422967907
218,0.88478482,0.8897574537057369,0.004972633705736862
219,0.8515493122580645,0.869105215800121,0.017555903542056495
220,0.9322022832258064,0.9078085098121801,0.024393773413626363
221,0.8431468070967743,0.9161220069897528,0.07297519989297852
222,0.8669663200000001,0.9029039434731451,0.035937623473145
223,0.8384270258064516,0.8867805121924347,0.048353486385983135
224,0.8463747580645161,0.9010769641380795,0.05470220607356335
225,0.8839480109677419,0.8763648572917556,0.007583153675986276
226,0.8762033412903226,0.8786549493591735,0.002451608068850919
227,0.8190009658064518,0.8664787910814901,0.0474778252750383
228,0.779179495483871,0.8857707486120924,0.10659125312822137
229,0.8550927419354839,0.8530904383727848,0.002002303562699148
230,0.8760905567741935,0.873975474483906,0.002115082290287451
231,0.8704520219354839,0.886283111324904,0.015831089389420128
232,0.9142812122580645,0.8681520590078349,0.04612915325022959
233,0.9374351877419356,0.9333382921748014,0.004096895567134218
234,0.9094702496774194,0.8900183032851868,0.019451946392232577
