,SOH labels,SOH estimations,error
0,0.8447074406451613,0.8496239340645165,0.0049164934193551835
1,0.8764917929032258,0.8749036868451612,0.0015881060580645867
2,0.9001640458064516,0.9085346844870967,0.008370638680645137
3,0.9327867567741935,0.9024638278129032,0.030322928961290296
4,0.9169384490322581,0.8911780095806452,0.025760439451612882
5,0.8848683019354839,0.9125537758741936,0.02768547393870968
6,0.7753043883870968,0.893739259716129,0.11843487132903219
7,0.8653241193548387,0.8623521788580643,0.0029719404967744056
8,0.9432900935483872,0.9291260734612904,0.01416402008709683
9,0.8317325812903226,0.8693799469645164,0.0376473656741938
10,0.86657178,0.8776872294258065,0.011115449425806445
11,0.78874736,0.8573245138129033,0.0685771538129033
12,0.8584764851612904,0.8617046890516129,0.003228203890322523
13,0.9102656077419354,0.8940669708161293,0.016198636925806142
14,0.8648509116129032,0.8687623717516127,0.003911460138709577
15,0.8886723135483872,0.8710849877064517,0.017587325841935453
16,0.8693383845161291,0.9039710516258063,0.03463266710967716
17,0.956348744516129,0.9502213208935486,0.006127423622580341
18,0.8828942651612903,0.8603498579483873,0.022544407212903073
19,0.8852111780645162,0.8922929600322581,0.007081781967741896
20,0.8680050296774194,0.8650083964806451,0.0029966331967743454
21,0.8470502935483871,0.8684876052838708,0.02143731173548369
22,0.8485492580645162,0.8563755364677421,0.007826278403225917
23,0.9063274387096774,0.8755251866580649,0.030802252051612466
24,0.9088385632258064,0.8765938195225809,0.0322447437032255
25,0.8625350483870968,0.8772307384129034,0.014695690025806618
26,0.8559062729032259,0.8785725476354839,0.022666274732258018
27,0.8262742806451614,0.868776829425807,0.04250254878064563
28,0.8654649580645161,0.8616659971612901,0.0037989609032259564
29,0.9074036729032258,0.8679720953290325,0.039431577574193244
30,0.9521835638709677,0.9217274157935481,0.030456148077419587
31,0.7218542703225806,0.853647558135484,0.13179328781290334
32,0.9022540187096774,0.8883301844064518,0.013923834303225524
33,0.9142812122580645,0.8863344778225806,0.0279467344354839
34,0.8384270258064516,0.870199429683871,0.03177240387741942
35,0.8210997438709677,0.8672415194967742,0.04614177562580646
36,0.8563160129032258,0.8570067631483869,0.0006907502451610759
37,0.8813867670967742,0.886114412616129,0.004727645519354784
