,Label SOH,Estimate SOH
0,0.954936466451613,0.8857169032258065
1,0.9403299387096774,0.8989447741935485
2,0.8989427122580645,0.8503345161290322
3,0.8178281470967742,0.8642244516129033
4,0.8593816722580645,0.8624764516129033
5,0.9030382187096775,0.868450064516129
6,0.7390040025806451,0.8129927741935484
7,0.8456682109677419,0.8697170967741935
8,0.9139163374193549,0.8677909677419354
9,0.9178641638709678,0.8679338064516129
10,0.7810546,0.8731938709677418
11,0.9410475651612903,0.8889665161290322
12,0.9244973238709677,0.8826672903225807
13,0.8501377270967743,0.8678997419354839
14,0.9388439909677421,0.8733706451612903
15,0.8702731212903225,0.8758563870967743
16,0.8642321490322581,0.9071038709677419
17,0.9487758741935484,0.9041885806451612
18,0.8983403567741935,0.8981918064516129
19,0.8428972974193548,0.8853891612903226
20,0.9485320522580645,0.8945453548387097
21,0.8273032400000001,0.8550826451612904
22,0.8259522387096774,0.8550775483870968
23,0.9324983658064516,0.8597752903225807
24,0.85087824,0.8598365161290323
25,0.7825808361290323,0.8696970967741936
26,0.9634632399999999,0.8731872258064516
27,0.8118291296774194,0.8388075483870968
28,0.9205386683870967,0.8355585161290323
29,0.8465720806451613,0.8922409677419354
30,0.9559869038709679,0.8862796129032259
31,0.9397836870967742,0.9044380645161291
32,0.8848059838709678,0.8771289677419355
33,0.8844897361290323,0.8791974193548386
34,0.8473446922580645,0.9118854193548387
35,0.9744301812903226,0.901672
36,0.8377316090322581,0.8668873548387096
37,0.8680227535483871,0.8272564516129032
38,0.9151902561290322,0.9055350322580645
39,0.89114328,0.8989434193548387
40,0.9173791135483872,0.879236129032258
41,0.9052819793548387,0.8832314838709677
42,0.849909444516129,0.8719899999999999
43,0.9545398832258064,0.8917246451612904
44,0.9238829761290321,0.9235140645161289
45,0.831694444516129,0.8833391612903226
46,0.8974964122580645,0.8761178064516129
47,0.9098669232258063,0.929449935483871
48,0.9411799799999999,0.8821932903225806
49,0.874508693548387,0.9271765806451613
50,0.8905370690322582,0.8789287096774193
51,0.912200269032258,0.8550125806451613
52,0.8788801593548387,0.8760015483870968
53,0.9392597761290323,0.8970903225806452
54,0.9574426522580646,0.909333870967742
55,0.9006966625806452,0.8731976129032258
56,0.9125087212903227,0.8908714838709678
57,0.8067677793548387,0.8886935483870968
58,0.9432900935483872,0.8929792903225806
59,0.8853184019354838,0.8775736129032258
60,0.8825482432258065,0.9146404516129033
61,0.9017852103225807,0.8833812903225807
62,0.9469425167741936,0.9156204516129032
63,0.8516815935483871,0.8431425806451612
64,0.8910507993548388,0.8862067741935484
65,0.8836878380645161,0.8626603870967742
66,0.8624631412903225,0.8820210322580645
67,0.8529942038709677,0.8390449032258065
68,0.8848722922580645,0.8873996129032259
69,0.9216625032258065,0.9042463870967742
70,0.9358366103225806,0.8814604516129033
71,0.8684179051612904,0.8905446451612904
72,0.8602277038709677,0.890540129032258
73,0.9509277458064516,0.8635934193548387
74,0.9136714961290322,0.9024285806451613
75,0.8739492103225807,0.8776438709677419
76,0.8802452787096774,0.8839890967741937
77,0.8136693322580645,0.861882193548387
78,0.930431566451613,0.8951487096774194
79,0.8549529477419355,0.895410129032258
80,0.8998351767741934,0.8354670967741935
81,0.9373546896774193,0.8354339354838709
82,0.934730809032258,0.835432258064516
83,0.844089533548387,0.8732249677419356
84,0.8568079561290323,0.8732812903225806
85,0.7427570929032258,0.855442193548387
86,0.7976186696774193,0.8647594838709678
87,0.8931366322580646,0.8707755483870968
88,0.9159353922580644,0.8707347096774193
89,0.7884669025806451,0.8467277419354838
90,0.9490674451612904,0.8654979354838709
91,0.7662243477419355,0.853668129032258
92,0.9008050625806451,0.876399870967742
93,0.9213435193548387,0.8737023225806451
94,0.8767840735483872,0.8809612903225806
95,0.9437899309677419,0.8794544516129031
96,0.7888843258064516,0.8678272903225805
97,0.9816207916129033,0.8760711612903226
98,0.8945972083870968,0.8806535483870966
99,0.9007108838709678,0.8729054838709678
100,0.8497837761290322,0.8730754838709677
101,0.8859669090322582,0.8623556129032258
102,0.9510947212903226,0.882710193548387
103,0.9014707470967741,0.8851317419354839
104,0.8667249812903226,0.867331935483871
105,0.9550123690322582,0.8987819354838711
106,0.9612466567741935,0.8812063870967741
107,0.8623039922580645,0.901735935483871
108,0.9154439638709677,0.8814165806451614
109,0.8798125464516129,0.8938667741935484
110,0.8923868187096774,0.8981709677419355
111,0.9101288812903225,0.8707389677419355
112,0.9156917561290323,0.8911070967741935
113,0.9146880058064516,0.8936503225806453
114,0.8257693683870968,0.869152064516129
115,0.8204562587096773,0.8691907096774193
116,0.9096663961290322,0.8988614838709678
117,0.9260288425806451,0.8836195483870968
118,0.8332512432258063,0.8829638709677419
119,0.9532807509677419,0.8811828387096774
120,0.9401628870967742,0.8900674838709678
121,0.8509376722580645,0.9085984516129033
122,0.8558542412903226,0.8694452903225806
123,0.9048720019354839,0.8743343225806451
124,0.808171231612903,0.8755683225806451
125,0.8737817658064517,0.8976190322580646
126,0.8958121825806452,0.8703618064516129
127,0.7849885638709677,0.8661778709677419
128,0.9061558787096773,0.8780252903225806
129,0.9018671948387097,0.8882326451612904
130,0.9633995980645161,0.874856
131,0.795114770967742,0.8691629032258064
132,0.8926405812903226,0.8852073548387097
133,0.9473009767741936,0.8937774193548388
134,0.8383009341935485,0.8664007096774194
135,0.9294807303225806,0.8909338064516129
136,0.8910421438709677,0.8743796129032259
137,0.8150771574193547,0.8630049032258065
138,0.8682071161290322,0.8807254193548387
139,0.8701761800000001,0.880816129032258
140,0.9175917225806453,0.8894127741935484
141,0.9005615606451614,0.8826710322580645
142,0.8094775767741935,0.8742336129032259
143,0.8636964329032258,0.8745914838709677
144,0.8735687677419354,0.8694849032258065
145,0.8675710870967742,0.8759361290322581
146,0.7906608916129032,0.8873083870967743
147,0.8879155458064516,0.906571935483871
148,0.8835167974193548,0.8842727096774194
149,0.8082682509677419,0.8599374838709678
150,0.7724594,0.8613069677419355
151,0.7622615316129032,0.8613292903225808
152,0.8328424032258065,0.8200071290322581
153,0.9327867567741935,0.8935307741935483
154,0.9969389664516128,0.9041397419354839
155,0.8477135387096775,0.8819494193548386
156,0.8803013103225807,0.8693040645161291
157,0.7974173612903226,0.8678934193548388
158,0.8811869838709677,0.8687529677419356
159,0.8801809638709677,0.8868038064516128
160,0.9392877903225807,0.8576843225806451
161,0.8848683019354839,0.894804129032258
162,0.9308785503225806,0.8924250322580646
163,0.8272032038709677,0.8672270967741935
