Unnamed: 0,capacity,days,mileage,ave_Tem,mean_Q,median_Q,std_Q,delta_Q,mean_dV,median_dV,std_dV,delta_dV,mean_current,max_current,cha_end_v,t_min,t_min_mean
0,114.5042768,658.6456481,41931.6,24.14973262,6.878937085,7.313155651,3.296749306,12.41970307,42.2972973,41.0,5.603400825,18,97.01891892,127.5,4.25,21,23.02702703
1,132.1672056,878.4485417,98036.5,22.96071429,10.52404868,10.54277582,5.487897931,19.9413134,33.61538462,34.0,0.963843391,5,96.46346154,98.7,4.249,29,30.17307692
2,132.7472644,1501.565185,210594.7,34.35757121,20.34028691,12.14408882,17.54664026,57.66875842,33.13513514,33.0,0.8749413,5,111.8351351,113.4,4.242,37,37.94594595
3,111.8874119,1530.601771,218673.5,37.74423077,10.6173715,10.68195053,5.235873696,18.85277778,34.0,34.0,1.107823419,6,119.3113636,128.4,4.25,40,40.90909091
4,132.1924505,1537.659722,220962.0,37.54292929,10.34584123,10.51319678,5.237974195,17.89936659,32.63461538,33.0,1.344917014,6,125.1153846,128.1,4.249,40,40.51923077
5,133.7676101,1020.011644,10562.3,23.31203566,10.83739828,10.81488678,5.526185067,20.78455168,44.38333333,45.0,2.168652936,9,126.2916667,127.6,4.218,31,32.3
6,141.2614087,1031.011794,12229.9,23.76621835,10.87582929,10.82643422,5.604647258,21.09612529,42.59677419,43.0,2.260885335,10,124.6645161,125.7,4.22,30,31.90322581
7,141.2889385,1031.011794,12229.9,23.79657643,10.87582929,10.82643422,5.604647258,21.09612529,42.59677419,43.0,2.260885335,10,124.6645161,125.7,4.22,30,31.90322581
8,138.2659743,1031.011794,12229.9,27.65205725,10.87582929,10.82643422,5.604647258,21.09612529,42.59677419,43.0,2.260885335,10,124.6645161,125.7,4.22,30,31.90322581
9,137.7357456,1041.015822,12491.7,22.14386792,10.80792241,10.76863025,5.497286555,20.80037977,43.75409836,44.0,2.03780449,9,124.8754098,126.2,4.22,31,32.39344262
10,142.2386351,1082.012604,18729.3,28.84918276,10.95973634,10.90355245,5.492824182,20.91402118,38.27868852,39.0,1.699866413,7,124.847541,125.9,4.219,34,33.72131148
11,137.4173806,1117.048877,24550.6,29.29944838,10.959953,10.91088362,5.502011953,20.87331306,39.19672131,40.0,1.566238808,7,124.4852459,125.4,4.22,34,34.0
12,138.9653034,1119.013819,25066.5,33.40859107,10.87899976,10.82092025,5.484572707,20.84728913,40.05,40.5,1.575066136,6,125.735,127.4,4.22,38,37.58333333
13,138.7876976,1134.013981,27642.3,30.51817507,10.61610637,10.52905229,5.511293902,20.72189294,41.6,42.0,2.02649122,9,126.6466667,127.7,4.219,35,35.0
14,137.8122095,1140.996979,28742.3,35.0632223,10.99197736,10.93257908,5.480359016,20.95536131,41.9,42.0,2.071231518,8,126.715,127.7,4.22,39,39.0
15,145.4438889,1143.999375,29512.0,34.3777248,10.65204091,10.58227975,5.436772747,20.58291924,42.01666667,42.5,2.020657209,8,126.4633333,127.6,4.22,39,38.55
16,140.5561378,1145.999086,30170.1,31.34823091,10.520515,10.44707596,5.327987533,20.27613724,42.26666667,42.0,3.270406023,17,126.38,128.0,4.22,36,36.0
17,138.19173,1147.01015,30477.8,32.53289474,10.8685286,10.85522582,5.632459162,20.89474974,44.32786885,44.0,4.088052611,19,126.5655738,128.3,4.22,36,36.0
18,138.0493189,1188.998009,34002.4,33.81109023,10.41161496,10.26164581,5.593788385,20.59027023,43.76666667,44.0,3.363364717,16,126.05,127.7,4.219,38,38.0
19,130.8053412,1370.275914,42519.1,23.8098434,8.707682742,8.676581203,5.467248416,18.66242885,48.875,49.0,5.837647214,26,101.0625,126.6,4.219,20,22.4375
20,134.7474496,1372.279074,43039.7,26.11649485,11.06146781,11.02793268,5.720411715,21.25669001,48.625,48.0,5.655473013,30,125.6546875,130.0,4.22,26,28.0
21,136.5839825,1374.278403,43653.6,27.99080882,10.4300935,10.43135556,5.460651217,20.03914636,47.32786885,47.0,4.95461802,20,125.7409836,127.6,4.219,32,33.45901639
22,136.4280494,1376.275185,44091.9,28.06189555,11.39553325,11.35929874,5.57143471,21.49770665,48.171875,48.0,5.31964134,23,125.8609375,128.4,4.219,31,32.40625
23,130.8353243,1377.275255,44265.4,25.96199525,8.699314227,8.405044043,4.772112196,19.81353694,43.31578947,42.0,3.152041359,16,116.4894737,126.9,4.22,23,25.70175439
24,136.8120915,1378.271979,44559.3,28.75806452,10.98036833,10.90453416,5.531534763,21.11708175,43.1147541,44.0,2.210988657,10,125.9704918,127.2,4.221,32,32.91803279
25,134.6511582,1379.262813,44764.4,28.50833333,10.22642343,10.166689,5.55845182,20.15160743,46.88135593,47.0,4.071749492,19,125.6627119,128.7,4.22,27,28.3220339
26,135.7206705,1382.275289,45694.5,29.13377193,11.04563145,11.03311587,5.532083436,21.07491952,47.0483871,46.0,5.234585418,20,125.6887097,127.3,4.22,31,32.82258065
27,133.9467306,1383.283484,45954.5,28.39753321,10.71432705,10.64014803,5.487132444,20.75679602,42.73333333,43.0,1.824524291,7,126.05,127.3,4.22,32,32.43333333
28,139.5724452,1442.289525,49883.7,28.02555366,10.9935045,10.93374099,5.602422046,21.16890484,42.49180328,43.0,1.843223751,7,126.1459016,127.5,4.22,33,33.0
29,137.0350489,1442.289525,49883.7,30.27164686,10.9935045,10.93374099,5.602422046,21.16890484,42.49180328,43.0,1.843223751,7,126.1459016,127.5,4.22,33,33.0
30,138.1072291,1442.289525,49883.7,30.29319372,10.9935045,10.93374099,5.602422046,21.16890484,42.49180328,43.0,1.843223751,7,126.1459016,127.5,4.22,33,33.0
31,130.4838942,1446.27838,50723.8,27.73522727,10.66482106,10.56787952,5.561529223,20.92891395,41.29508197,41.0,1.961467018,7,125.9688525,127.1,4.22,27,28.78688525
32,133.4935535,1451.332951,51850.6,28.1097561,10.71335099,10.67133556,5.576899493,20.7427683,41.47540984,41.0,1.988545538,8,126.0327869,127.3,4.22,29,30.57377049
33,132.3421431,1457.337593,53134.3,28.46767677,10.75757412,10.70603953,5.472838633,20.67598121,41.56666667,42.0,2.084599615,8,126.0216667,127.5,4.205,32,32.98333333
34,133.4794737,1458.345856,53448.2,29.166,10.62738653,10.59121957,5.491003594,20.53590509,41.78688525,42.0,2.218511937,9,125.2278689,126.4,4.203,33,33.0
35,136.1087153,1459.298252,53775.0,30.0,10.91156152,10.85167417,5.528386891,20.96077691,41.06557377,41.0,1.982454617,8,126.1606557,127.3,4.213,33,33.0
36,133.3068448,1478.293426,56427.5,29.52188184,10.52863701,10.459186,5.416994846,20.3708395,40.38983051,41.0,2.066823889,9,125.979661,127.2,4.22,33,33.49152542
37,135.6798611,1479.297523,56650.1,29.31086957,10.49746126,10.43568406,5.427494203,20.44240124,40.81355932,41.0,1.817752163,8,126.1830508,127.5,4.22,33,33.79661017
38,127.1187413,1516.040278,56793.1,33.73816156,10.45172352,10.16337312,5.325704653,20.15977015,42.45833333,42.0,1.98911971,11,125.7416667,127.6,4.221,38,38.22916667
39,126.9336859,1516.040278,56793.1,33.82225434,10.45172352,10.16337312,5.325704653,20.15977015,42.45833333,42.0,1.98911971,11,125.7416667,127.6,4.221,38,38.22916667
40,149.9735076,866.5461458,1921.5,23.84592712,10.42928239,10.37639144,5.398642181,20.20488117,43.10169492,43.0,2.595268937,11,125.5152542,126.9,4.22,32,32.86440678
41,134.9940444,888.2701852,8540.4,27.38446215,11.26613095,11.27526674,5.559536839,21.14065273,42.67741935,43.0,2.123404096,8,125.5032258,126.5,4.21,29,30.20967742
42,131.1627679,942.5201389,24379.5,22.64587332,11.5811712,11.73890423,5.634549037,21.06736812,43.81081081,42.0,5.710766682,24,101.0675676,125.7,4.219,20,22.64864865
43,131.7109146,949.6415278,26309.3,22.23939394,8.748387041,8.433685264,5.518446806,18.52082138,44.05797101,43.0,5.053006159,20,99.7057971,103.0,4.221,20,22.42028986
44,137.3248709,953.5425926,27300.7,14.80660015,10.50494766,10.39338921,5.395106315,20.46844192,39.52380952,40.0,2.159196962,10,118.8555556,121.5,4.22,27,29.01587302
45,133.3499162,955.5256481,28014.7,20.55444785,10.48425319,10.7275795,5.550242169,19.84923939,42.82608696,41.0,5.389083226,25,101.7681159,126.1,4.22,20,22.8115942
46,140.2551603,969.7778472,31918.8,20.40758547,10.3076549,10.33923842,5.565952126,20.7146315,38.22807018,38.0,2.778473289,20,124.7912281,126.4,4.22,25,27.22807018
47,125.2665409,970.6439583,32147.6,18.13574661,10.77764496,10.02851313,5.60841778,21.61945233,38.66666667,39.0,2.348167134,11,126.6541667,128.1,4.22,27,28.79166667
48,137.9095197,991.5792708,37732.7,24.45535714,11.08942737,10.92795753,5.701571118,21.88684722,37.4516129,38.0,1.880952224,8,124.8548387,126.7,4.207,30,31.66129032
49,144.3495909,996.1232407,39142.5,20.94233056,10.72409503,10.72889557,5.566963495,20.56810822,38.8852459,39.0,2.580496589,13,126.247541,127.6,4.214,29,30.62295082
50,142.8206089,996.1232407,39142.5,21.18344871,10.72409503,10.72889557,5.566963495,20.56810822,38.8852459,39.0,2.580496589,13,126.247541,127.6,4.214,29,30.62295082
51,135.403159,996.1232407,39142.5,27.4416499,10.72409503,10.72889557,5.566963495,20.56810822,38.8852459,39.0,2.580496589,13,126.247541,127.6,4.214,29,30.62295082
52,128.2164966,1015.54184,44842.8,23.95074946,10.32783884,10.70800351,5.180437863,18.74537073,38.1641791,37.0,4.796133439,20,104.1820896,126.2,4.212,21,23.32835821
53,130.1274233,1024.759225,47477.8,20.62330097,5.246266003,5.757864095,5.695499526,26.01268,37.42857143,36.0,4.54855388,21,85.60634921,101.7,4.22,18,20.42857143
54,122.3232081,1039.607488,51557.4,21.18300654,10.60390644,10.57985955,5.523670855,20.44536549,36.51666667,37.0,1.532880368,7,125.4516667,126.6,4.22,30,31.76666667
55,123.1888986,1039.607488,51557.4,21.23717009,10.60390644,10.57985955,5.523670855,20.44536549,36.51666667,37.0,1.532880368,7,125.4516667,126.6,4.22,30,31.76666667
56,137.4952934,1065.711516,59164.5,30.80795262,10.59691162,10.40497622,5.52225109,21.58730753,36.23333333,36.5,1.595479726,6,125.54,126.6,4.22,37,36.26666667
57,133.6632347,1070.548299,60319.4,23.16347687,10.76426057,10.74722029,5.434190038,20.57124534,38.08333333,38.0,2.091982048,10,126.24,127.4,4.203,32,32.66666667
58,132.6811573,1075.691817,61639.3,26.17084079,11.10799824,10.83214901,5.67052485,22.62769447,35.88709677,36.0,1.760726011,7,124.3693548,126.5,4.22,30,31.38709677
59,136.5016477,1083.482685,63753.7,27.95454545,8.57450476,6.25572646,7.342240654,30.62304773,32.04166667,32.0,2.584341201,13,57.34305556,127.5,4.209,34,30.80555556
60,137.1416471,1085.57022,64404.9,27.32967033,10.63707295,10.56637835,5.423058828,20.47909116,37.2,37.0,2.006655592,10,125.38,127.1,4.22,33,33.78333333
61,132.8557018,1103.667303,68750.7,28.84620596,10.7168317,10.65066087,5.420297578,20.70991165,39.27118644,40.0,2.342174193,10,127.6677966,128.8,4.201,35,34.71186441
62,133.1720602,1103.667303,68750.7,29.11185185,10.7168317,10.65066087,5.420297578,20.70991165,39.27118644,40.0,2.342174193,10,127.6677966,128.8,4.201,35,34.71186441
63,136.9762918,1262.685255,103836.5,20.84877843,10.60558937,10.53337655,5.451249221,20.57382724,33.22033898,33.0,1.737598153,7,125.7830508,126.8,4.22,27,28.45762712
64,121.1601818,1370.285243,126711.4,20.90928882,9.087569195,8.894049392,5.401159282,19.03381754,34.98181818,35.0,1.543206922,5,125.8090909,127.6,4.224,25,27.12727273
65,123.5085302,1370.285243,126711.4,21.50763359,9.087569195,8.894049392,5.401159282,19.03381754,34.98181818,35.0,1.543206922,5,125.8090909,127.6,4.224,25,27.12727273
66,135.4718671,1378.250671,128588.1,27.5376,10.8258495,10.76852619,5.415181706,20.6580619,35.76666667,36.0,1.63673116,7,125.7733333,126.9,4.22,31,31.98333333
67,131.2927955,1445.290613,144630.2,28.48032407,10.26620593,10.22206966,5.400478412,19.88679797,34.54545455,34.0,1.568456278,6,111.6454545,112.3,4.211,28,29.31818182
68,127.1455652,1460.263113,148849.2,28.83376289,10.28230144,10.19680942,5.371031694,20.030654,35.24137931,35.0,1.193521952,5,126.0155172,127.3,4.208,30,31.79310345
69,129.8560294,1465.326354,150470.5,28.91286307,10.37411274,10.29990284,5.404417667,20.12464584,35.39655172,35.0,1.325345175,5,126.0344828,127.2,4.22,30,31.79310345
70,130.3382521,1465.326354,150470.5,28.76399027,10.37411274,10.29990284,5.404417667,20.12464584,35.39655172,35.0,1.325345175,5,126.0344828,127.2,4.22,30,31.79310345
71,131.5904881,803.7790394,76693.8,31.83670034,10.78235607,10.93961407,5.466620162,19.9239967,54.0212766,54.0,1.744161833,7,124.9170213,127.9,4.25,37,37.0
72,130.8006448,803.7790394,76693.8,32.64858097,10.78235607,10.93961407,5.466620162,19.9239967,54.0212766,54.0,1.744161833,7,124.9170213,127.9,4.25,37,37.0
73,134.4344498,1189.078507,163184.1,34.25617978,10.93582391,10.74957786,5.492740403,21.7088839,33.16666667,33.0,1.356056374,5,126.7916667,128.2,4.236,38,38.0
74,138.8694286,1189.078507,163184.1,33.71935484,10.93582391,10.74957786,5.492740403,21.7088839,33.16666667,33.0,1.356056374,5,126.7916667,128.2,4.236,38,38.0
75,129.803929,1193.020231,163691.5,33.4270557,9.969143487,9.979749277,5.22940151,19.03750797,30.67123288,31.0,0.980002719,5,97.50136986,98.4,4.238,35,33.60273973
76,125.8604502,1210.265718,164673.2,30.84556575,9.518040357,9.360184119,5.156861558,18.99103351,34.03636364,34.0,0.830413618,4,126.7381818,128.1,4.223,34,34.83636364
77,138.3288194,1263.482014,168591.5,24.42990276,10.4178423,10.33167245,5.41964426,20.38013752,32.88135593,33.0,1.595382593,6,126.0762712,127.1,4.249,29,30.76271186
78,135.8000579,1264.052222,168747.9,27.89479393,10.68116678,10.59005783,5.426508762,20.57755393,33.2,34.0,1.275408431,6,124.98,125.9,4.246,28,29.95
79,142.1082404,1372.511979,196143.3,23.62599855,7.982633499,7.425574034,5.171933273,18.26927316,34.78846154,35.0,1.790321613,12,123.9038462,127.9,4.25,33,33.78846154
80,133.6256306,1377.976076,197358.3,29.19151376,10.59733588,10.51530702,5.450804894,20.52660343,34.72881356,35.0,1.527493887,6,125.9271186,126.9,4.25,28,29.83050847
81,129.6447965,1433.078472,202756.8,28.88274933,9.872846433,9.73941738,5.286770063,19.55643638,35.78947368,36.0,1.038501655,4,125.5982456,126.9,4.225,29,30.61403509
82,129.0670997,1476.586285,209344.8,26.87130178,10.69691576,10.65882574,5.385975965,20.41104209,35.03333333,35.0,1.413820671,5,123.875,125.3,4.226,33,33.8
83,126.5866372,1476.586285,209344.8,29.37310195,10.69691576,10.65882574,5.385975965,20.41104209,35.03333333,35.0,1.413820671,5,123.875,125.3,4.226,33,33.8
84,130.423301,1476.586285,209344.8,29.55968468,10.69691576,10.65882574,5.385975965,20.41104209,35.03333333,35.0,1.413820671,5,123.875,125.3,4.226,33,33.8
85,130.0253661,1478.121123,209529.8,32.57944915,10.90450931,10.83500513,5.419784172,20.85932674,34.83333333,35.0,1.644857306,6,126.49,128.0,4.227,35,35.25
86,133.51322,1510.901343,216174.7,32.0154321,9.607969613,9.461086864,5.190805413,19.07517266,35.52727273,35.0,0.734959379,3,124.2818182,125.8,4.249,36,36.32727273
87,134.6828345,1525.563345,219989.4,31.06690141,10.14104925,9.94132943,5.260771771,19.03296585,35.13461538,35.0,1.301313629,5,125.0942308,127.9,4.25,35,35.0
88,133.4594241,1527.993924,220346.1,31.6466877,8.241088567,7.859013398,4.861502195,18.34406871,35.5106383,36.0,0.740107537,4,120.2765957,125.9,4.25,33,34.61702128
89,129.6298325,1547.430671,223767.9,31.28700906,10.37444265,10.32927582,5.250634953,19.72748943,36.375,36.0,0.78062475,3,128.9604167,130.5,4.25,36,36.60416667
90,117.0232519,1556.958032,225248.0,34.10028653,10.59429262,10.4868663,5.37442044,21.53239529,35.14285714,35.0,1.124858268,4,126.8877551,128.5,4.236,38,38.48979592
91,140.9899772,1564.895856,226272.1,34.02982026,10.73493522,10.69287107,5.40876146,20.50631257,34.40677966,35.0,1.391483102,6,126.6779661,127.8,4.249,38,38.0
92,138.5900044,1576.897234,228542.6,31.15711948,10.1600437,10.06288213,5.252064134,19.81349668,34.52631579,35.0,1.093926826,4,126.5877193,128.4,4.249,35,35.0
93,135.4333787,1580.859005,229049.9,34.10613208,10.75646472,10.66861015,5.3425442,20.70338218,34.83050847,35.0,1.264274997,5,126.5440678,128.7,4.237,37,37.33898305
94,136.7011054,1581.441539,229330.5,31.65659341,10.64950447,10.57839584,5.342522235,20.4663286,34.79310345,35.0,1.482758621,5,128.9396552,131.2,4.249,36,36.0
95,134.7688073,1585.574861,229719.5,31.94991213,10.03140364,9.804477241,5.253074844,20.29929576,34.87931034,35.0,0.767386658,4,123.812069,125.0,4.25,36,36.25862069
96,132.74735,1587.889294,230062.1,32.46899225,10.16378439,10.10478111,5.275124286,19.73842967,35.94827586,36.0,2.359298652,11,126.7189655,128.9,4.23,35,35.51724138
97,133.7276786,1646.473808,239957.7,23.98511166,9.692226656,9.561482392,5.206546361,18.99428045,35.64705882,35.0,2.267187334,13,101.5044118,103.0,4.243,22,23.29411765
98,120.8492145,797.6685532,104692.5,36.33676471,9.591855333,10.08441887,4.551877266,17.19829351,57.40909091,57.5,0.912493632,4,120.7636364,128.1,4.249,38,38.95454545
99,134.0822002,1066.832419,191100.0,32.98872951,20.41263432,17.53463654,15.58076044,50.43597613,46.33333333,46.5,1.168366109,8,76.74047619,77.4,4.25,33,33.30952381
100,126.9178673,1096.00463,200898.8,26.08415842,8.872367104,8.561509902,5.190185282,18.192875,45.11392405,44.0,1.968018613,11,76.99367089,77.4,4.249,24,25.08860759
101,137.7688125,1155.051678,219634.2,32.67651099,11.17815346,11.2442361,5.753441107,21.04015107,35.09090909,35.0,1.747095189,7,118.8106061,126.8,4.25,34,34.89393939
102,139.1033957,1155.051678,219634.2,32.55181347,11.17815346,11.2442361,5.753441107,21.04015107,35.09090909,35.0,1.747095189,7,118.8106061,126.8,4.25,34,34.89393939
103,131.1145094,1172.994387,225248.7,30.17688679,9.056407712,8.824613515,4.946971944,18.33667314,35.41071429,35.0,1.048413525,4,120.2928571,124.5,4.25,33,34.51785714
104,139.6004902,1195.003252,231945.0,33.18678887,10.56771476,10.43396523,5.40533129,20.88853522,34.91525424,35.0,1.700330333,7,125.9762712,128.7,4.25,37,37.0
105,133.0058855,1195.995868,232249.5,31.69152542,10.03006401,9.893442701,5.210880916,19.74258531,35.28070175,35.0,1.586725481,6,126.077193,128.7,4.248,36,36.0
106,133.9266962,1195.995868,232249.5,31.43333333,10.03006401,9.893442701,5.210880916,19.74258531,35.28070175,35.0,1.586725481,6,126.077193,128.7,4.248,36,36.0
107,135.0671525,1210.250486,235620.8,31.41740227,10.09683278,10.00693314,5.296773204,19.81694336,35.70175439,36.0,1.643326881,6,126.454386,128.3,4.25,35,35.9122807
108,135.797,1210.250486,235620.8,31.13243762,10.09683278,10.00693314,5.296773204,19.81694336,35.70175439,36.0,1.643326881,6,126.454386,128.3,4.25,35,35.9122807
109,136.2192222,1210.250486,235620.8,31.1230315,10.09683278,10.00693314,5.296773204,19.81694336,35.70175439,36.0,1.643326881,6,126.454386,128.3,4.25,35,35.9122807
110,135.0622051,1210.250486,235620.8,31.09954233,10.09683278,10.00693314,5.296773204,19.81694336,35.70175439,36.0,1.643326881,6,126.454386,128.3,4.25,35,35.9122807
111,137.8066825,1235.002141,240505.7,29.07455803,10.62221336,10.56765914,5.415198004,20.48932191,36.5,37.0,1.923090186,9,129.0241379,130.2,4.25,32,32.98275862
112,133.0209368,1310.272685,250657.8,20.67130435,10.52266063,10.51407731,5.404753181,20.01146501,35.74324324,36.0,2.354184376,13,101.7675676,103.0,4.249,21,22.25675676
113,129.3645283,1370.556979,264252.3,20.46888412,8.294399754,8.542824627,4.049965222,14.92319082,36.27142857,36.0,1.911778742,12,81.97,102.0,4.25,19,19.51428571
114,125.6568539,1480.531713,283700.4,29.77011494,10.04503144,9.93370269,5.276607804,19.7625648,37.98275862,38.0,2.02136331,8,125.4568966,126.5,4.22,31,32.5
115,143.6112378,1491.901366,286020.7,33.71413457,10.51939636,10.48556487,5.42856948,20.34211104,37.65,38.0,1.851350858,7,124.54,125.8,4.249,38,37.98333333
116,138.0430703,1491.901366,286020.7,33.77768014,10.51939636,10.48556487,5.42856948,20.34211104,37.65,38.0,1.851350858,7,124.54,125.8,4.249,38,37.98333333
117,132.1323028,1491.901366,286020.7,33.95046924,10.51939636,10.48556487,5.42856948,20.34211104,37.65,38.0,1.851350858,7,124.54,125.8,4.249,38,37.98333333
118,123.7726266,1513.062002,292213.7,33.53683036,10.19832712,10.16388889,4.790651514,22.50919074,37.70212766,38.0,1.749345089,7,119.7276596,126.4,4.25,37,37.0
119,136.8486111,1674.57772,338172.3,18.14864865,10.83939154,10.80735675,5.50048643,20.71713665,38.67213115,39.0,2.780030142,12,125.3770492,127.0,4.225,26,27.68852459
120,136.3740637,1676.557778,338479.2,20.78725038,10.63641358,10.64741536,5.482459423,20.89247637,39.26785714,40.0,2.635547323,11,126.0946429,127.2,4.225,28,29.66071429
121,141.2553519,1686.059155,407339.8,28.45647558,10.5007766,10.48727308,5.481531291,20.14391203,32.33333333,32.0,2.061552813,8,103.6666667,104.1,4.25,26,27.98611111
122,136.7438889,1688.075602,407676.6,28.31108312,10.71941749,10.63433668,5.514598548,20.79193935,32.390625,33.0,2.1477982,9,118.9375,119.7,4.226,26,27.875
123,135.5160194,1689.056944,407979.7,29.55912863,11.47344012,11.37923562,5.561291557,21.83122761,35.58823529,36.0,1.555212243,7,117.1338235,119.7,4.233,32,32.85294118
124,139.9142371,1690.305903,408297.1,24.80086207,8.539415053,7.956699615,5.220148877,18.75372599,36.94642857,38.0,2.294556002,10,121.8517857,127.0,4.25,24,26.48214286
125,139.5896449,1699.063438,411355.3,21.41,8.20171915,7.869700203,4.066873488,16.73264343,32.20289855,33.0,4.342508826,20,90.07971014,103.8,4.249,19,20.2173913
126,139.055279,1701.057824,412038.1,28.90038314,11.25057145,11.23952847,5.719137013,21.52275048,35.78787879,36.0,1.440908294,6,119.6560606,120.4,4.25,28,29.53030303
127,139.0193473,1703.113866,412614.3,21.07263514,11.2093757,11.22931137,5.704094389,21.16744301,33.98717949,34.0,2.95041757,14,102.4051282,103.7,4.253,20,21.94871795
128,137.8223088,1706.308218,413557.5,28.14271845,11.22377154,11.17072928,5.704630028,21.53927817,35.24242424,35.5,1.624253731,7,119.1772727,120.0,4.25,27,28.53030303
129,124.3386628,1708.081343,414142.0,21.94728435,8.21197931,7.868325456,3.926999508,16.50748646,28.1,29.0,4.635730795,17,89.10428571,102.6,4.211,19,20.28571429
130,137.786847,1712.049259,415542.9,27.90789474,10.49945756,10.36824271,5.47216852,20.65226824,32.7,33.0,2.318764039,9,125.4183333,126.5,4.247,25,27.05
131,139.088545,1713.24434,415910.7,24.89082969,10.35610332,10.64425337,4.957441738,18.53026049,30.31818182,30.0,3.668700913,24,105.1590909,119.9,4.25,23,23.96969697
132,141.270068,1715.055069,416687.7,28.48400853,10.96255253,10.87088964,5.697166283,21.51409296,35.16393443,35.0,1.621376948,7,127.5081967,128.5,4.249,29,30.78688525
133,137.8494703,1718.2675,417842.7,29.56497175,10.78584366,10.80927302,5.718780668,20.7013481,38.26153846,38.0,1.167204722,7,117.4923077,119.7,4.225,32,32.41538462
134,139.4201129,1719.060081,418150.2,29.07342007,11.46135238,11.42083387,5.726062767,21.7414876,39.11290323,39.0,1.258581366,7,126.7048387,130.1,4.25,31,31.87096774
135,129.2350524,1722.177222,418995.6,21.83760684,10.02678059,9.946521711,5.378456133,19.46593375,31.19178082,30.0,3.985100794,22,101.060274,112.5,4.241,19,21.38356164
136,139.4258253,1724.057674,419813.7,29.22083333,10.83478539,10.7568801,5.530384231,21.17544667,35.04615385,35.0,1.686423336,7,118.24,120.5,4.25,30,31.30769231
137,141.408,1725.074722,420252.3,26.42565056,10.42354219,10.38053552,5.472640909,20.16364455,29.38823529,29.0,2.103745219,7,87.39764706,87.9,4.25,25,26.15294118
138,140.6002346,1733.268264,423148.2,24.93775934,10.40576326,10.36709619,5.433757058,20.02416168,30.93150685,31.0,2.4624788,14,102.4328767,104.0,4.25,23,24.60273973
139,140.132037,1734.117072,423550.7,26.97970085,10.20312327,10.10366995,5.460749275,19.9863619,31.05479452,31.0,2.531394174,18,101.1287671,102.1,4.25,25,26.04109589
140,143.0987151,1736.055139,423882.3,20.92681962,10.25254438,10.14411318,5.385242004,20.05783457,31.3,31.5,2.615066238,15,105.8728571,108.1,4.25,24,25.27142857
141,142.1967721,1736.055139,423882.3,22.3517316,10.25254438,10.14411318,5.385242004,20.05783457,31.3,31.5,2.615066238,15,105.8728571,108.1,4.25,24,25.27142857
142,141.5414875,1736.055139,423882.3,22.36225597,10.25254438,10.14411318,5.385242004,20.05783457,31.3,31.5,2.615066238,15,105.8728571,108.1,4.25,24,25.27142857
143,140.5664924,1736.055139,423882.3,25.32222222,10.25254438,10.14411318,5.385242004,20.05783457,31.3,31.5,2.615066238,15,105.8728571,108.1,4.25,24,25.27142857
144,140.6519241,1737.20537,424110.1,24.40723562,10.43375871,10.390518,5.512453394,20.13157291,28.88235294,29.0,2.302999398,12,87.13294118,88.0,4.25,23,24.48235294
145,141.7693929,1739.055544,424859.4,27.90515464,10.52096914,10.50575882,5.484948428,20.18868155,32.09589041,32.0,2.133646846,9,103.409589,103.9,4.25,26,27.09589041
146,136.1334565,1740.059063,425205.0,28.86282051,10.83056994,10.76026067,5.541409282,20.85278878,33.65625,34.0,2.040364168,8,119.121875,120.0,4.227,26,27.84375
147,140.480753,1742.054722,425838.8,28.90879828,11.0972784,11.03105431,5.59391886,21.37241044,34.40983607,34.0,1.643437513,6,126.9114754,130.2,4.25,29,31.1147541
148,110.9610149,1513.992176,179905.6,35.9684466,10.89310833,11.03973315,5.822596019,20.73088329,43.66666667,43.0,1.783411213,7,119.99375,128.3,4.203,37,37.97916667
149,126.7809263,1550.007141,186492.7,36.0026738,11.03125061,11.1403502,5.383646496,19.56585661,44.53658537,45.0,1.363237913,6,125.1170732,128.4,4.25,39,39.0
150,125.2051585,862.5653472,96441.4,19.03361345,11.22360085,11.34905512,5.693633004,20.80275968,51.07692308,51.0,1.501872598,6,125.1153846,127.1,4.249,28,30.09230769
151,134.661293,1096.030058,147053.4,26.2914557,10.2502324,9.720371138,5.921238285,25.89751103,55.11864407,55.0,3.014567714,24,124.9491525,127.2,4.25,26,28.47457627
152,137.8659385,1119.561898,150984.0,24.85990991,10.49382877,10.50959967,5.497292758,20.0337352,28.98666667,29.0,1.125383885,4,99.87866667,100.3,4.25,28,29.68
153,130.4497333,1221.078333,170063.9,21.42813142,10.30869728,10.28249459,5.962187507,20.00057261,31.64383562,31.0,1.800835902,14,103.2150685,127.1,4.228,24,25.98630137
154,129.5555004,1379.541007,197354.0,15.90124816,10.75364158,10.70147087,5.582026499,20.85053385,37.83333333,38.0,2.009698706,9,125.925,127.1,4.223,26,28.2
155,139.9820712,1382.548877,198073.6,17.13379469,10.69259206,10.70469842,5.490093607,20.23903463,36.86842105,37.0,1.507368789,7,99.55921053,99.9,4.249,28,29.42105263
156,135.4774679,1383.502373,198254.8,17.48402711,10.84592749,10.87496718,5.499749806,20.39917061,37.3974359,37.0,2.618179753,14,97.6474359,99.8,4.223,21,23.61538462
157,133.1955502,1525.046319,228706.6,29.44120708,10.84725672,10.81769611,5.548341988,21.06351367,35.18333333,36.0,1.419996088,6,124.9816667,126.4,4.231,35,35.0
