,Mileage (km),SOH
436,21100.2,0.7290237960784314
437,21137.1,0.9093997470588235
438,21171.2,0.8420338098039216
439,21335.1,0.9115977281045751
440,21335.1,0.9469495124183007
441,21335.1,0.9496076921568627
442,21344.3,0.8719825843137254
443,21344.3,0.8356209150326797
444,21645.6,0.9711941071895425
445,21714.1,0.8617689647058823
446,21797.0,0.8829375535947712
447,21949.8,0.9189928764705881
448,21969.6,0.868008060130719
449,21969.6,0.8551233836601306
450,21969.6,0.8819552163398694
451,22008.8,0.8437776751633987
452,22050.4,0.9438342849673202
453,22053.1,0.9211376352941177
454,22134.4,1.0401436673202615
455,22278.0,0.7524663359477124
456,22328.7,0.8956584359477123
457,22426.0,0.8940454568627451
458,22426.4,0.8998311503267975
459,22438.7,0.8900736183006536
460,22438.7,0.8921689457516341
461,22483.6,0.8055353666666667
462,22483.6,0.8018640274509804
463,22483.6,0.8080450575163398
464,22483.6,0.806121439869281
465,22536.9,0.7852130483660131
466,22540.0,0.993092554248366
467,22574.8,0.8858383261437909
468,22574.8,0.9243696124183006
469,22825.6,0.8827449052287581
470,22825.6,0.8852412581699346
471,22825.6,0.8948275797385621
472,22825.6,0.8822588477124184
473,23031.1,0.9773128124183006
474,23031.7,0.9279084039215686
475,23031.7,0.9048116209150328
476,23198.5,0.9345384999999999
477,23304.1,0.9168264339869281
478,23316.2,0.8851165307189542
479,23337.3,0.8358474745098039
480,23364.3,0.8847119718954249
481,23364.3,0.8862403843137255
482,23393.7,0.9179250372549019
483,23404.7,0.8900798516339868
484,23446.2,0.9713470431372548
485,23552.0,0.855293922875817
486,23689.9,0.7987736594771242
487,23722.0,0.8532729503267974
488,23802.0,0.8370779666666667
489,23815.9,0.8732203235294118
490,23815.9,0.8688870052287582
491,23824.8,0.943354333986928
492,24015.9,0.9465813705882353
493,24015.9,0.9614735555555556
494,24205.0,0.8878134588235295
495,24205.0,0.923256008496732
496,24217.4,0.9168200660130719
497,24263.5,0.9618624130718954
498,24379.5,0.8572729928104575
499,24535.6,0.7775443522875817
500,24535.6,0.7762403522875817
501,24550.6,0.898152814379085
502,24749.1,0.8645276594771242
503,24767.1,0.9125802921568626
504,24948.7,0.8850192078431374
505,24985.0,0.8744162111111111
506,25066.5,0.9082699568627451
507,25071.0,0.91831597124183
508,25071.0,0.9125480039215685
509,25071.0,0.9042141366013072
510,25153.0,0.8758464784313725
511,25264.6,0.933387225490196
512,25338.3,0.8836981633986928
513,25338.3,0.8882453032679739
514,25421.1,0.9091155352941176
515,25482.5,0.9263781176470588
516,25497.2,0.956127054248366
517,25501.4,0.8029137320261438
518,25501.4,0.7991965392156862
519,25501.4,0.7926754241830065
520,25558.4,0.9944524359477125
521,25724.6,0.8949063699346406
522,25928.1,0.8848420156862746
523,25928.1,0.8796774320261439
524,25954.9,0.910948922875817
525,26088.7,0.9062912895424837
526,26170.7,0.9124848823529411
527,26190.4,0.9320994091503267
528,26190.4,0.9285920320261438
529,26248.9,0.8881217784313725
530,26309.3,0.8608556509803921
531,26643.2,0.9512128045751634
532,26643.2,0.9098015633986929
533,26700.1,0.9661344013071894
534,26818.7,0.9111106281045751
535,26936.5,0.8608920607843137
536,26957.5,0.8733516359477124
537,27036.9,0.836641988235294
538,27191.7,0.8768390647058824
539,27206.2,0.8687720862745099
540,27206.2,0.867663248366013
541,27300.7,0.8975481758169935
542,27307.2,0.8710672738562092
543,27331.1,0.9737354058823529
544,27331.1,0.9635273320261438
545,27516.0,0.9093586006535949
546,27516.0,0.9132546784313725
547,27541.4,0.8654446790849674
548,27607.5,0.8546057418300654
549,27642.3,0.9071091346405229
550,27809.9,0.878061734640523
551,27809.9,0.8815010470588235
552,27809.9,0.8780547196078432
553,27899.6,0.8776923921568627
554,27910.1,0.9674961908496733
555,27922.1,0.8952799156862746
556,28014.7,0.8715680797385621
557,28094.2,0.9738119725490195
558,28101.8,0.9346162202614379
559,28164.6,0.991298133986928
560,28203.1,0.9053565803921569
561,28296.4,0.8771405581699346
562,28335.4,0.8801853307189543
563,28409.4,0.8952298209150328
564,28409.4,0.8890901189542483
565,28643.5,0.9039557803921567
566,28643.5,0.908604762745098
567,28692.2,0.8777016928104576
568,28742.3,0.9007333954248365
569,28803.8,0.8735759398692811
570,28803.8,0.8680353137254903
571,28807.0,0.9543180934640523
572,29041.1,0.9093292705882353
573,29041.1,0.9011288522875818
574,29041.1,0.9130999522875817
575,29090.1,0.9517454385620915
576,29106.5,0.8833219241830066
577,29172.9,0.9597836862745097
578,29283.7,0.9355748326797385
579,29355.3,0.9152131895424835
580,29359.5,0.9092307692810457
581,29512.0,0.9506136529411764
582,29581.0,0.9274105516339869
583,29601.3,0.8913133640522876
584,29601.5,0.920544971895425
585,29663.1,0.84263812875817
586,29666.1,0.9040520058823529
587,29667.4,0.9233824522875818
588,29686.7,0.9089719078431372
589,29692.6,0.9471056052287582
590,29692.6,0.92721777124183
591,29789.7,0.9220259908496732
592,29855.2,0.927661583006536
593,29885.4,0.9266447117647059
594,29931.6,0.9445921607843137
595,29971.6,0.8408037823529411
596,30025.1,0.9312566209150326
597,30075.7,0.9255526614379086
598,30170.1,0.9186675673202613
599,30248.8,0.9067350522875816
600,30391.4,0.8324322359477124
601,30391.4,0.8694237379084967
602,30396.9,0.8192492738562092
603,30399.1,0.8782220470588235
604,30402.7,0.9148617418300654
605,30476.7,0.9121541196078431
606,30477.8,0.9032139215686275
607,30615.8,0.8418762241830067
608,30615.8,0.8432391163398693
609,30615.8,0.8365637392156863
610,30615.8,0.8311811771241829
611,30633.1,0.9291511424836602
612,30633.1,0.9097837052287581
613,30633.1,0.9215574601307189
614,30636.6,0.9490233640522876
615,30696.9,0.9575510986928105
616,30696.9,0.9550400738562091
617,30754.3,0.9661885032679739
618,30764.5,0.9179315901960785
619,30781.9,0.9381337947712418
620,30805.4,0.9130971457516339
621,30867.3,0.9368027215686274
622,30868.0,0.9757075496732025
623,30915.1,0.9040543803921568
624,31026.3,0.9660535562091503
625,31026.3,0.9645955614379086
626,31030.4,0.8441434163398692
627,31030.7,0.9880499895424837
628,31035.6,0.9169366013071896
629,31144.3,0.9657419372549019
630,31167.8,0.8831393235294118
631,31298.7,0.8847043176470587
632,31324.0,0.9524525980392157
633,31356.5,0.9643469640522876
634,31356.5,0.9641875738562091
635,31375.3,0.9095578078431373
636,31443.6,0.8620610405228758
637,31542.0,0.8670418784313726
638,31649.0,0.906809083006536
639,31658.1,0.7820913313725489
640,31705.8,0.8573428241830064
641,31869.2,0.7791801156862745
642,31896.6,0.8864580039215686
643,31918.8,0.916700394117647
644,31963.9,0.8886336640522875
645,32003.0,0.9913210732026144
646,32043.2,0.9114651594771243
647,32147.6,0.8187355614379085
648,32220.2,0.9646468771241831
649,32220.2,0.960426985620915
650,32479.1,0.9399729869281046
651,32479.1,0.9578627640522875
652,32479.1,0.97082607124183
653,32692.6,0.8696625215686273
654,32873.1,0.8852037496732027
655,32886.7,0.8555470633986928
656,32929.7,0.907522145751634
657,33009.3,0.8937441640522876
658,33153.1,0.8628493450980391
659,33159.8,0.7952498522875817
660,33237.0,0.8156904882352941
661,33541.5,0.9324865450980391
662,33541.5,0.8616154013071896
663,33616.0,0.9227126509803921
664,33616.0,0.9181855673202614
665,33633.7,0.9154841882352941
666,33698.8,0.8787024875816993
667,33753.8,0.8483828294117647
668,33783.3,0.7842119065359477
669,33783.3,0.8653343013071896
670,33932.4,0.9180010535947711
671,33998.6,0.8399722281045752
672,34002.4,0.9022831300653595
673,34257.2,0.9019651418300654
674,34396.1,0.884402483006536
675,34503.4,0.9479057320261437
676,34583.2,0.9638601941176471
677,34596.6,0.9662390673202614
678,34798.7,0.9136563084967321
679,34819.5,0.9759930568627451
680,34853.4,0.8844063418300654
681,34899.6,0.8055084281045751
682,34930.0,0.8790159496732027
683,35034.6,0.904309085620915
684,35063.3,0.8493984607843137
685,35063.3,0.8481491294117646
686,35083.4,0.9220584326797385
687,35095.6,0.8314202274509804
688,35187.5,0.9671956241830065
689,35316.1,0.896715677124183
690,35316.1,0.8962646588235295
691,35316.1,0.8977475555555556
692,35316.1,0.8592691503267973
693,35317.3,0.9596839960784314
694,35342.2,0.8747289333333332
695,35425.4,0.8248319784313726
696,35448.3,0.8492591163398694
697,35449.9,0.8897705607843138
698,35750.7,0.8041482908496732
699,35750.7,0.8038633209150327
700,35750.7,0.8111784575163399
701,35840.9,0.8594554006535947
702,35840.9,0.8582242261437909
703,35859.2,0.9443879339869281
704,35883.9,0.9157309647058824
705,35901.7,0.9174801392156863
706,36223.8,0.7736646941176472
707,36247.5,0.8818396980392157
708,36247.5,0.8832091202614378
709,36300.2,0.9306741882352941
710,36545.9,0.9381073849673203
711,36558.0,0.8318330738562091
712,36596.4,0.9580314424836601
713,36596.4,0.9416308052287581
714,36704.9,0.7973855751633987
715,36721.6,0.8697468143790851
716,36731.2,0.8904056104575163
717,36770.3,0.960926297385621
718,36770.3,0.9629331163398693
719,36875.3,0.8965084640522876
720,37030.3,0.901134334640523
721,37030.3,0.8881534071895424
722,37168.6,0.9026897535947712
723,37223.3,0.9644771052287582
724,37397.9,0.9407345352941175
725,37560.5,0.8851451300653594
726,37606.8,0.8257317607843138
727,37613.6,0.8838490431372549
728,37613.6,0.87955622875817
729,37613.6,0.8815510320261438
730,37652.3,0.8589823784313726
731,37732.7,0.9013694098039216
732,37781.0,0.9175048124183006
733,37781.0,0.9320343183006536
734,37789.5,0.8254504562091504
735,37789.5,0.8270348137254903
736,37821.1,0.9295863856209151
737,37827.5,0.9172658614379084
738,38096.3,0.9067596692810458
739,38229.8,0.9123336071895425
740,38294.2,0.8499737960784314
741,38561.3,0.8410942202614379
742,38573.2,0.9453075307189542
743,38609.2,0.9590668196078431
744,38821.2,0.8200589830065359
745,38821.2,0.816764302614379
746,39037.2,0.8402675869281045
747,39102.8,0.8749865823529412
748,39142.5,0.9434613784313726
749,39142.5,0.8849879673202614
750,39142.5,0.9334680320261438
751,39249.0,0.8112581
752,39345.3,0.8789118856209152
