,0,1
0,6.140455722808838,17.216035842895508
1,3.971733331680298,7.75620698928833
2,3.9227938652038574,6.7232346534729
3,3.4467246532440186,3.958242177963257
4,3.3065738677978516,4.896418571472168
5,3.180274724960327,10.021721839904785
6,3.14674711227417,4.041138648986816
7,2.9965226650238037,15.063714981079102
8,2.870276927947998,13.760625839233398
9,2.7212610244750977,10.205582618713379
10,2.6310336589813232,5.924925804138184
11,2.5694689750671387,3.8817131519317627
12,2.432314395904541,4.034928321838379
13,2.342600107192993,4.2438554763793945
14,2.3651580810546875,7.826571941375732
15,2.319161891937256,11.328262329101562
16,2.227517604827881,4.388691425323486
17,2.192842960357666,5.657215118408203
18,2.132054090499878,4.295449256896973
19,2.134026527404785,5.30990743637085
20,1.974373459815979,4.11615514755249
21,1.9977517127990723,4.459503173828125
22,1.9219915866851807,5.257001876831055
23,1.8849074840545654,4.372104644775391
24,1.9099193811416626,5.327295303344727
25,1.7863389253616333,4.054376602172852
26,1.7979471683502197,4.531243324279785
27,1.6837714910507202,3.6801328659057617
28,1.671144723892212,3.897073984146118
29,1.698687195777893,4.867037773132324
30,1.6758556365966797,3.996302843093872
31,1.5869289636611938,3.7728588581085205
32,1.5223088264465332,3.763496160507202
33,1.5238053798675537,3.4083492755889893
34,1.5397392511367798,3.4156455993652344
35,1.4943040609359741,4.040507793426514
36,1.4889689683914185,3.2706916332244873
37,1.4813122749328613,4.3711700439453125
38,1.420478105545044,3.2096052169799805
39,1.4258161783218384,3.1970603466033936
40,1.4263966083526611,3.4226372241973877
41,1.4136515855789185,3.7586305141448975
42,1.3637903928756714,3.407348394393921
43,1.3464910984039307,2.9988887310028076
44,1.3631759881973267,3.1089515686035156
45,1.3373255729675293,3.090959310531616
46,1.2987101078033447,3.131249189376831
47,1.282402753829956,2.9474904537200928
48,1.3393237590789795,3.165787696838379
49,1.2933967113494873,3.1142208576202393
50,1.298097848892212,3.562084197998047
51,1.285584568977356,3.0813865661621094
52,1.249292254447937,2.7752933502197266
53,1.225785732269287,3.114055633544922
54,1.217362642288208,2.8340182304382324
55,1.2147369384765625,3.236583709716797
56,1.1932803392410278,2.7901883125305176
57,1.2266104221343994,2.953951597213745
58,1.1714621782302856,2.8815510272979736
59,1.217065691947937,3.10664701461792
60,1.2036430835723877,2.9981296062469482
61,1.1976145505905151,2.9024322032928467
62,1.17941153049469,2.989199638366699
63,1.1723397970199585,3.260814666748047
64,1.1867460012435913,3.301619052886963
65,1.098331332206726,2.8635923862457275
66,1.1770676374435425,2.7367336750030518
67,1.1221013069152832,3.3628387451171875
68,1.145111322402954,2.7075881958007812
69,1.0791378021240234,2.6968815326690674
70,1.0951428413391113,2.7181317806243896
71,1.0916391611099243,2.724883794784546
72,1.0932923555374146,2.814164638519287
73,1.1329699754714966,2.762233018875122
74,1.1381349563598633,2.740595817565918
75,1.0744824409484863,2.8735556602478027
76,1.0647774934768677,2.7210004329681396
77,1.1087692975997925,2.8072078227996826
78,1.106152892112732,2.706441640853882
79,1.096684217453003,2.7398760318756104
80,1.0895516872406006,2.7287707328796387
81,1.0633405447006226,2.760732412338257
82,1.096786618232727,2.7395946979522705
83,1.0850331783294678,2.720815896987915
84,1.089208960533142,2.709038734436035
85,1.0391645431518555,2.7225747108459473
86,1.1285321712493896,2.6800332069396973
87,1.0995539426803589,2.6615853309631348
88,1.0884950160980225,2.688052177429199
89,1.0996153354644775,2.6881136894226074
90,1.0607900619506836,2.6608002185821533
91,1.0874725580215454,2.68990421295166
92,1.0756856203079224,2.6931135654449463
93,1.0741742849349976,2.68847393989563
94,1.0469093322753906,2.6846365928649902
95,1.0937764644622803,2.68440842628479
96,1.0875295400619507,2.671459436416626
97,1.0485771894454956,2.6792914867401123
98,1.085760235786438,2.6970112323760986
99,1.0959274768829346,2.6859757900238037
