,0,1
0,4.703949928,4.687829494
1,3.733081341,4.418403149
2,3.503567934,4.382423878
3,3.436272383,4.441563129
4,3.272170067,10.45477009
5,3.170131207,8.932121277
6,3.058806181,5.905156612
7,3.066495419,4.158102989
8,2.986904383,4.116694927
9,2.849074125,3.753464222
10,2.883719921,4.249080658
11,2.811662912,4.344748974
12,2.6814363,7.45775795
13,2.729559183,4.363264561
14,2.726546288,3.889477491
15,2.678795338,5.225650787
16,2.606402397,18.09293365
17,2.599153519,4.246517658
18,2.55004096,4.381952286
19,2.54019618,3.807910919
20,2.465190887,3.812410831
21,2.394672394,4.887177944
22,2.421600342,4.955882549
23,2.451056719,10.16771793
24,2.463012218,5.830639362
25,2.31264329,3.714265347
26,2.330370665,6.599782467
27,2.212864161,4.520637035
28,2.332911015,5.221993446
29,2.260848999,3.5626688
30,2.252242327,11.21045113
31,2.22102809,3.748558521
32,2.117100239,8.726107597
33,2.189615726,4.981102943
34,2.238023281,5.495462418
35,2.168736935,4.873441696
36,2.127770662,5.017092705
37,2.143307924,6.47640276
38,2.1114676,4.703299522
39,2.101619244,5.975997925
40,2.105374813,4.333366871
41,2.025331259,4.214604855
42,2.011580229,6.271256924
43,2.05972147,7.455579281
44,2.063530207,4.739190578
45,1.958369017,3.897883177
46,1.962272286,4.43714571
47,1.937327981,3.82332921
48,2.02523756,5.440682888
49,1.951627493,5.274433613
50,1.959313154,4.287774563
51,1.940367699,6.159677029
52,1.890326023,4.710577011
53,1.941164494,3.786378145
54,1.932180524,4.279015064
55,1.89060235,4.289975166
56,1.874704719,5.827478886
57,1.874989986,6.606863976
58,1.840762854,5.061578274
59,1.890191913,3.981826067
60,1.820805669,4.212566376
61,1.891492963,4.693955898
62,1.925204754,4.986394882
63,1.921451688,3.620079041
64,1.822631001,4.550528526
65,1.845339179,4.009768009
66,1.817243576,7.318545341
67,1.838676453,3.900141954
68,1.805474639,4.226630211
69,1.850656152,4.196394444
70,1.80111897,4.531984806
71,1.772907495,5.694771767
72,1.751668692,4.143543243
73,1.833478332,3.827672243
74,1.762242913,4.768375874
75,1.764784813,3.398065805
76,1.766211987,4.809607983
77,1.727371812,4.042693615
78,1.705211759,4.092579842
79,1.69101882,4.019649506
80,1.73696208,3.776188612
81,1.73719728,3.93984127
82,1.693942428,4.824452877
83,1.772932172,4.598758221
84,1.716154933,3.835704327
85,1.696857095,4.604606152
86,1.712490678,3.834273815
87,1.652635455,5.655631542
88,1.698241472,4.383763313
89,1.727079988,4.098051071
90,1.628371119,4.931686878
91,1.636040688,5.537277222
92,1.669335961,4.204513073
93,1.638999462,4.162629604
94,1.630554557,3.751687765
95,1.6152035,4.189527512
96,1.65343523,3.913494587
97,1.589605689,4.062416077
98,1.582464814,3.986568213
99,1.622357011,5.038286686
