,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,3.881709841941359,3.8885167636171314,3.8842680768552778,3.882650343733474,3.8905876843527833,3.890923779305479,3.8863605499735576,3.8841725953346247,3.896956248898288,3.88816461601739,3.882477536870556,3.886401645220047,3.881403325694812,3.888703261061166,3.8844046536224215,3.884789294318115,3.892601774487338,3.88882975497973,3.880767295375755,3.8841881191609366,3.881500111639932,3.885568599800223,3.8830088136788254,3.8846293201715705,3.882001821493624,3.888860978905928,3.884380562900288,3.8846721076443966,3.89433983195252,3.890155931605852,3.884975004406837,3.883862729890123,3.891682590046417,3.885601069393032,3.8805788001645225,3.880942793348611,3.881886468065104,3.887736506257711,3.8811712556554414,3.88126430460074,3.89012279217345,3.8876221634643615,3.882660121041188,3.883288395322873,3.890940513543684,3.8891887772489553,3.884504389212056,3.884573652976087,3.878651084082495,3.884435336976319,3.88029806686644,3.881815147776016,3.890334790528229,3.886661872025381,3.879982854456782,3.879477830659848,3.89239231447206,3.884706622010692,3.8803122275104287,3.8792790763264593,3.86367961689876,3.887903296315881,3.8829901404312817,3.8835605969798457,3.896888019272578,3.890011963100065,3.882099853105351,3.887026006228332,3.8943640989482335,3.889443281038838,3.879945884011987,3.88284375110171,3.878267947587988,3.885639179740291,3.881291203948528,3.8830497914096016,3.8955953581291487,3.886316399318406,3.8812147717257175,3.884049591632882,3.890400775603737,3.886111804453844,3.860386732475469,3.879166696045595,3.881283024854573,3.889004453845701,3.882435924554907,3.881913402667605,3.887553334508489,3.886656748340089,3.8790977378224327,3.88162890886656,3.892398578059818,3.8892859157412287,3.879288747870025,3.886992984311653
1,3.883019281139847,3.889756926817832,3.8855608892838136,3.8839244067796,3.891850677510141,3.8921950070155447,3.8876596892017785,3.885424009446413,3.8982031278842633,3.889432031412273,3.883795541933151,3.887662990891416,3.8826848756855945,3.889962673728912,3.8856496477847458,3.886086003960925,3.893894043606514,3.890090617779156,3.882012464468473,3.885458058571242,3.882676208254689,3.886799965940737,3.8842655031924513,3.8858590758286513,3.88329621069708,3.890099109433387,3.8856743174599258,3.8859044866699466,3.895585921479827,3.8914074857940792,3.886263097080732,3.885146119903304,3.8929505270356417,3.886824856484304,3.881835608286821,3.8821768109496175,3.883173539811287,3.888971958608408,3.882442316006068,3.882515525273144,3.891336724673797,3.8888936390607007,3.883935339077468,3.8845860960803,3.892158988442641,3.890444077855703,3.885755621971263,3.885845378980074,3.879924672167266,3.8856868656965977,3.88154372536106,3.883086968884619,3.8916113334069897,3.8879136864800703,3.881269614491779,3.880728408382689,3.893669977056741,3.88597523406907,3.8815730411168974,3.880528234311129,3.864850573382381,3.889126157900248,3.88425705786109,3.8848126863744414,3.8981485614309865,3.89129902169121,3.883325010455765,3.8882724860803655,3.895612156632069,3.890730391422773,3.881213454026175,3.884128575271248,3.879562931115532,3.886896914922029,3.88257424737258,3.884335727470313,3.8968747432622486,3.887517060178943,3.882448706273316,3.8853322069048746,3.891630696439183,3.88735046448447,3.861540046105172,3.8804568813604616,3.8825420645607545,3.890256659820377,3.883708481849235,3.8831575594356313,3.888794143426006,3.887905149717428,3.880354607938561,3.882927650876496,3.8936410366456697,3.8905345285913633,3.8805742220497,3.8882650926655873
2,3.8843455228823465,3.891017156385436,3.8868728195315234,3.88521611765876,3.893133161467112,3.8934851807029744,3.888976497898952,3.886694590004229,3.899470608572154,3.890718850493304,3.8851298729584327,3.888943735827789,3.883984243527284,3.891241386555845,3.886914092912428,3.887400215651338,3.89520439046671,3.8913704624413423,3.883276136838676,3.8867466424806407,3.8838739714236814,3.888052192268399,3.885540442719825,3.8871090860216686,3.884607196206915,3.89135679376956,3.88698530457992,3.887156454926874,3.8968526894871096,3.892679135910496,3.887569085932231,3.8864474639323072,3.894236605537431,3.888069368288503,3.883111382099753,3.883430210453641,3.8844774720679367,3.8902274090502376,3.8837306981098414,3.8837856766098495,3.8925720552977134,3.8901838981997847,3.885228329590482,3.885901187908876,3.8933985275344174,3.891718758526275,3.88702560087284,3.887135507965736,3.881215950898887,3.886957905968904,3.882807948768559,3.8843772824792215,3.892906938485918,3.889184783107394,3.882573998993431,3.881998065867735,3.894966785556876,3.887262795731482,3.8828529137567576,3.881796988714536,3.8660422346298575,3.89036977942194,3.885542605242344,3.886083694069201,3.899429035790271,3.8926043227816254,3.884570562583751,3.8895390121493696,3.89688027084252,3.8920352541797847,3.882498934996133,3.8854308426302406,3.880874727499221,3.8881738175163343,3.883875551891165,3.885639791737141,3.8981726532757297,3.888738697647432,3.8837019430132873,3.886632656546967,3.892881429007719,3.888609034210685,3.862714043288295,3.8817644791989903,3.883819914299247,3.8915285117262135,3.88499820424686,3.88442051440912,3.890054860962517,3.8891733942698767,3.881630416801896,3.884243013863836,3.89490322155702,3.891802935709396,3.881877114101139,3.889556215599448
3,3.885688206912103,3.892297016270549,3.888203457318777,3.88652509441858,3.894434710819044,3.8947938894036302,3.890310593625624,3.887983926421038,3.900758226454116,3.8920246467002655,3.886480173624386,3.8902434575236176,3.885301044038064,3.89253897430444,3.888197571184544,3.888731550873386,3.896532413261752,3.8926688727222047,3.884557916030275,3.888053465581613,3.885092936016036,3.889324818253398,3.8868332412436977,3.888378912332501,3.8859344234372832,3.892633607378748,3.888313150093817,3.88842759436392,3.898139678815149,3.893970439463262,3.888892583882289,3.887766378705969,3.8955404260351,3.8893341494388647,3.884405711609875,3.88470257364836,3.885797901207708,3.891502418355446,3.885036026003962,3.88507434714925,3.893828316452521,3.8914925246262726,3.886538708692099,3.887233287589392,3.894658670360213,3.893012394228804,3.888313922634224,3.888443641523034,3.8825245414228142,3.88824802423206,3.8840903354823566,3.885685688819733,3.894221177946183,3.890474741335404,3.883895626467007,3.8832863919707368,3.896282322134656,3.88856889276018,3.884151437454156,3.8830849191491694,3.867254166637097,3.891633705680882,3.886846375255128,3.8873732157108414,3.90072900039806,3.8939274624012015,3.885836064998063,3.890825146112042,3.898168005311112,3.893357480597268,3.883801942193786,3.886750166469823,3.882202977816684,3.889469467797695,3.885194720244619,3.886961591327213,3.899488681121141,3.889980850816957,3.884974069982656,3.8879505475810334,3.8941525178183216,3.889887083621149,3.863908297560305,3.883089115338009,3.885116168063734,3.8928195802532657,3.886304715731292,3.885701867158279,3.891335053986773,3.890461052703943,3.882924753510213,3.8855746402561775,3.896184703929008,3.893090704465879,3.883197044357569,3.890865936976956
4,3.8870469729723633,3.8935960704237726,3.889552392365944,3.8878509551066953,3.895754900161293,3.896120722153372,3.8916615939423496,3.8892916081098106,3.902065517022305,3.893348993472942,3.887846087608996,3.891561733473356,3.886634892036117,3.89385501173717,3.8894996647801694,3.8900796311111017,3.897877710185466,3.89398543237766,3.885857405587179,3.889378122566639,3.8863326369008777,3.890617383365925,3.888143507746822,3.88966811634303,3.887277537802337,3.8939291257252537,3.8896574798351633,3.8897174869298254,3.899446432304729,3.89528095396054,3.890233203851858,3.889102480953124,3.896861589011968,3.890618744568624,3.885718186823744,3.885993482321457,3.887134463603253,3.892796547296278,3.886357923725624,3.886381125429733,3.8951050405455336,3.892819102084823,3.887866092494185,3.888582011902638,3.895938956461219,3.894324559931418,3.889620183972844,3.8897693812419294,3.8838500648845065,3.8895567869248895,3.8853904838958737,3.887011788166064,3.895553623968953,3.891783140592147,3.885234115417775,3.884592975547443,3.897616168952272,3.889893110917416,3.885468204233242,3.884391605227523,3.8684859354000016,3.892917481476999,3.888167960579524,3.8886808469460914,3.902048013301982,3.895268036579834,3.8871210732074535,3.8921304496450815,3.8994749237693713,3.89469668196262,3.88512209089106,3.8880861600811296,3.8835473231455473,3.890783446040596,3.88653135517328,3.888300733357656,3.900822419750031,3.891243058780598,3.886264675218439,3.889285487028952,3.895443507379967,3.891184182704522,3.865122382456669,3.884430415554347,3.8864304198478985,3.894129436091589,3.88762764028604,3.887001217253313,3.892634289367528,3.891767695726135,3.884237207161286,3.8869221724811167,3.897485054896768,3.894397402231364,3.8845336331522136,3.892193840661836
5,3.8884214608063727,3.894913882795709,3.890919214393396,3.889193317770735,3.8970933040892106,3.89746526798806,3.893029116409679,3.890617224483514,3.9033920157688766,3.894691464251114,3.889227258590245,3.892898141171451,3.887985402339627,3.895189073616513,3.890819955878383,3.891444077848517,3.8992398794316783,3.895319725163623,3.8871742090533,3.890720208128199,3.8875926089473336,3.89192942707617,3.889470851211948,3.890976259635134,3.8886361847162303,3.8952429242733806,3.891017919637505,3.891025714573333,3.900772492796632,3.89661023691049,3.891590558761893,3.890455387402608,3.898199694951352,3.891922698311017,3.887048397747914,3.887302518260612,3.888486795627228,3.89410935664498,3.8876960153120215,3.887705599989689,3.896401759984069,3.894163214320095,3.889210097108607,3.889946977629404,3.897238925378632,3.895654830602251,3.890943981606136,3.891112328712389,3.8851921424294216,3.890883760486215,3.886707992402532,3.888355180778125,3.896903848735396,3.893109560305675,3.886589084351005,3.8859174054536014,3.8989679081719135,3.89123503596544,3.886802806118165,3.885716626562085,3.8697371069144784,3.8942206516102167,3.8895069538956144,3.890006183421672,3.903385632549667,3.896625641347414,3.888425142720674,3.8934544844251855,3.900800589948824,3.896052469563237,3.88645899635988,3.889438436755295,3.88490740456344,3.892115332519525,3.887885059417484,3.889656824945598,3.902173462113949,3.8925248606314384,3.887573346757664,3.8906370819125984,3.896753942201632,3.892499901449464,3.866355871512855,3.885788005624833,3.887762263645424,3.895457649931238,3.888966601894612,3.8883181642644256,3.893952133973532,3.893092894042959,3.885567366852888,3.88828525296625,3.89880384559544,3.895722596376405,3.8858865008182986,3.893539510517808
6,3.8898113101573775,3.8962500173369614,3.892303513121501,3.890551800458329,3.898449497198149,3.8988271159435546,3.8944127785881615,3.891960364955119,3.904737258185986,3.8960516324745655,3.89062333024612,3.8942522581123566,3.889352189766778,3.896540734704942,3.892158026658259,3.892824512569665,3.9006185191942144,3.8966713348360096,3.888507929972546,3.892079316958773,3.8888723870245294,3.893260488854324,3.890814880621829,3.8923029037906938,3.890010009593116,3.896574578487431,3.8923940953343887,3.892351859243184,3.902117403131636,3.897957845821273,3.892964261533347,3.891824714783255,3.899554344336569,3.89324555529928,3.888395934388944,3.8886292632535056,3.889854533652284,3.8954404071737945,3.889049924800354,3.8890473593675066,3.897718007175444,3.8955244450767466,3.890570338647234,3.89132780155048,3.898558116653648,3.897002781209432,3.8922849122515313,3.892472085524371,3.886550395203017,3.892228511354858,3.8880424593957503,3.889715466915826,3.8982714244266825,3.8944535799040367,3.887960151771966,3.887259270544966,3.9003371219557743,3.892594253666504,3.8881548351330735,3.8870595627653457,3.871007247176432,3.89554276088046,3.890862947883484,3.891348820784308,3.904741416188744,3.8979998727338354,3.88974782904648,3.894796812129053,3.902144567580993,3.897424454686514,3.887812273872171,3.890806609783452,3.8862828631479904,3.893464707508965,3.8892554357175686,3.891029473208168,3.903541401164444,3.89382579546256,3.888899672637351,3.8920049392538494,3.898083366792292,3.893833809844636,3.867608338264328,3.887161511326296,3.889111293449993,3.896803792462268,3.89032122454052,3.8896523077618257,3.895288154673537,3.894436218360923,3.886914821682793,3.8896635241391744,3.9001406471601614,3.897065854271553,3.887255267689049,3.8949025304085976
7,3.8912161607686233,3.897604037998135,3.89370487827063,3.891926021217108,3.899823054083461,3.900205855055717,3.8958121980383487,3.893320618937592,3.9061007797657887,3.8974290715830784,3.892033946254605,3.8956236617905233,3.890734869135752,3.897909569764933,3.893513459298874,3.894220556758577,3.902013227666901,3.898039845150736,3.889858171888831,3.8934550437508415,3.890171506001594,3.8946101081705753,3.8921752049592135,3.893647610391589,3.891398657847148,3.8979236638317074,3.8937856327593616,3.89369550288812,3.903480706150527,3.8993233382010506,3.8943539250871737,3.8932100798239,3.9009251376509377,3.894586860166648,3.889760386753389,3.8899732990878175,3.891237314051077,3.8967892596549687,3.8904192762278176,3.890405992101576,3.899053314526976,3.896902378099437,3.891946433221932,3.8927241004466566,3.899896069827464,3.8983679867210914,3.893642572626465,3.8938482532678407,3.887924444350751,3.893590605969644,3.8893934832689503,3.8910922468390776,3.89965592322398,3.8958147788152817,3.889346936185927,3.888618159677281,3.901723392466042,3.89397034978286,3.889523883302119,3.888419993449796,3.872295922181766,3.896883354087655,3.892235535223216,3.8927083546807215,3.906114922266842,3.899390326768991,3.8910886876936215,3.896156994433381,3.9035064203974055,3.898812248619849,3.8891815386998574,3.892190292456736,3.8876733399768257,3.894831151283405,3.890642086813871,3.892418285262489,3.904925829853065,3.895145402367045,3.890243240894523,3.893388666074581,3.899431325660924,3.895185477878698,3.868879356246555,3.888550558435565,3.890477103255289,3.8981674343747343,3.891691132207271,3.891003247315715,3.8966419183362953,3.895797239386535,3.8882791607487737,3.8910566284274863,3.901495030726072,3.8984267432873607,3.888639554097691,3.8962824841979264
8,3.892635652383356,3.89897550872983,3.895122899561153,3.893315598094704,3.901213549340498,3.901601074360408,3.897226992320792,3.8946975758439017,3.90748211600044,3.898823355016437,3.893458750293683,3.897011929700402,3.892133055264734,3.899295153558959,3.894885835979304,3.895631831899287,3.903423603043564,3.8994248398637175,3.8912245383460617,3.894846983196886,3.891489500747651,3.895977824495115,3.893551433206855,3.895009941019699,3.892801774892478,3.899289755770513,3.89519215774597,3.895056227456883,3.9048619446940864,3.900706271557984,3.895759162344327,3.894611099253378,3.9023116753777742,3.895946157546356,3.891141344847806,3.891334207551232,3.892634773196261,3.8981554748607454,3.891803693631608,3.891781086730288,3.900407214445981,3.8982965971328265,3.893337996944568,3.894135491098724,3.901252324441271,3.899750022105361,3.8950165594483694,3.89524043353276,3.889313911018081,3.894969610769393,3.890760662415552,3.892485120807789,3.901056917308456,3.89719273646746,3.890749056098157,3.889993661706297,3.903126301864909,3.89536291007676,3.890909542649447,3.889797498227927,3.8736026979263865,3.898241976031725,3.8936243085948914,3.894084380757639,3.90750570883159,3.900796599482774,3.892447274170853,3.897534593014867,3.9048857121295857,3.9002154626506376,3.890566406114868,3.89358909806628,3.889078476127575,3.896214244117329,3.892044615446727,3.8938228682256937,3.906326341131359,3.896483220437976,3.891603639566201,3.8947878693966698,3.900797363316504,3.89655447554031,3.870168498995004,3.889954772729468,3.8918592870549946,3.899548146358692,3.893075948878376,3.8923705824963006,3.89801299183056,3.897175527826302,3.889659973148605,3.892464208258783,3.902866567428307,3.899804830794381,3.890038980377449,3.897678955749517
9,3.894069424744822,3.90036399348265,3.896557166713439,3.894720149138745,3.902620557564615,3.9030123628934863,3.898656778996041,3.8960908250870174,3.908880802382096,3.9002340562144218,3.89489738604134,3.898416639336444,3.8935463629719065,3.9006970608494966,3.896274738878626,3.897057959475826,3.9048492435180298,3.900825902730871,3.89260663288815,3.896254729989385,3.892825906131827,3.897363177298133,3.894943174347504,3.896389457256904,3.8942190061432616,3.900672429768151,3.89661329612776,3.896433614898214,3.906260661603096,3.9021062034002334,3.89717958622576,3.896027389800525,3.903713558000397,3.897322992071641,3.892538398678752,3.892711570431423,3.894046547460488,3.899538613563373,3.893202801048921,3.893172231792031,3.9017792393397777,3.899706685921572,3.8947446459270094,3.895561590287472,3.902626420036269,3.901148462330372,3.8964064694346776,3.896648227909093,3.890718416350465,3.8963650921929296,3.8921435952289776,3.893893689081872,3.902473978861281,3.898587032288622,3.892166130013925,3.891385365487765,3.9045454323145656,3.8967715203104536,3.892311405199208,3.891191656712229,3.874927140406199,3.899618171512597,3.895028860678595,3.8954764946617817,3.908913333930617,3.902218286905077,3.893823143986926,3.89892916955021,3.90628200650906,3.901633708066276,3.891966491389125,3.89500263990322,3.890497912677864,3.897613566285225,3.893462624356475,3.8952428292149066,3.907742527950878,3.897838788768434,3.892980456689409,3.896202156241992,3.9021810242680073,3.897940372818132,3.871475340045141,3.891373779984835,3.893257438842794,3.900945499104196,3.8944752985373423,3.893753912873787,3.899400942025081,3.898570654386732,3.891056847980061,3.89388590606066,3.9042548284020047,3.901199684163165,3.891453166861549,3.8990915289270927
