,SOH (%),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151
0,0.7387373,0.0,0.8748318918904606,0.9540642496110252,1.0482646932572317,1.1424651369033922,1.2347233889658755,1.326419464156067,1.4182207575316952,1.5133167288760687,1.6084127002204425,1.702801107404594,1.7949656030801466,1.8871300987556543,1.978789299767512,2.069706940266752,2.160624580765992,2.250988140991499,2.340842455233943,2.430696769476387,2.521888287802912,2.61401938864871,2.7061504894945085,2.7973196554106114,2.887854034879567,2.978388414348523,3.068077418839222,3.1571153573056843,3.2461532957721024,3.334236744509804,3.4212577272657465,3.508278710021689,3.596092583453076,3.685546912056827,3.7750012406605777,3.864260326947405,3.952104130606079,4.039947934264752,4.127791737923427,4.213981995650542,4.299898277089614,4.385814558528685,4.471243546530448,4.556247655540664,4.64125176455092,4.72651488704657,4.813260207932849,4.900005528819127,4.986750849705406,5.071987930444589,5.156578504318098,5.241169078191649,5.325525215978881,5.408857444617629,5.492189673256377,5.575521901895125,5.659667759625872,5.744342040038911,5.829016320451907,5.913690600864946,5.996849033123477,6.079941490199792,6.163033947276105,6.245804414264244,6.327560146104601,6.40931587794492,6.491071609785277,6.573565095134979,6.656951241760283,6.740337388385588,6.823723535010893,6.90626511464921,6.9882236823427535,7.070182250036258,7.152140817729802,7.232948948302366,7.313155651219257,7.393362354136149,7.473569057053041,7.501944444444443,7.501944444444443,7.501944444444443,7.501944444444443,7.501944444444443,7.501944444444443,7.501944444444443,7.501944444444443,7.534219163528998,7.61644752420789,7.698675884886823,7.780904245565755,7.862915151017294,7.943656093810936,8.024397036604578,8.105137979398219,8.18587892219182,8.266249828024117,8.346538527641597,8.426827227259077,8.507115926876557,8.586788753455725,8.665564478539135,8.744340203622544,8.823115928705915,8.901891653789326,8.979316303625284,9.056609245603555,9.133902187581832,9.211195129560103,9.288010038248595,9.36385017078573,9.439690303322902,9.515530435860072,9.591370568397242,9.666272696626192,9.740689733824428,9.81510677102266,9.889523808220892,9.96394084541909,10.038357882617325,10.11277491981556,10.187191957013791,10.261608994212024,10.33602603141026,10.410443068608494,10.48486010580669,10.559277143004923,10.63369418020316,10.708111217401392,10.782528254599626,10.85694529179786,10.931362328996094,11.005779366194329,11.080196403392526,11.154613440590758,11.229030477788992,11.303447514987226,11.37786455218546,11.452281589383691,11.526698626581927,11.601115663780162,11.675532700978358,11.749949738176593,11.824366775374829,11.89878381257306,11.973200849771294,12.047617886969528,12.122034924167762,12.19645196136596,12.270868998564191,12.345286035762427,12.41970307296066
1,0.85269165,0.0,1.162023111886225,1.2932138152556223,1.4242935767288605,1.555230981688858,1.6859018320626256,1.8160693699274264,1.9461479756679023,2.075957653111791,2.20571738397132,2.335182611049469,2.464635946592421,2.593769935735301,2.722903924878243,2.8519861992754136,2.9810640613461987,3.109896625421586,3.2386684960717105,3.3668886901468293,3.4948455273586005,3.62279179286525,3.750729312262852,3.8785025915011,4.006042399612519,4.133618809255945,4.261292103383559,4.388848563666692,4.515630953797063,4.642413343927496,4.769095580942595,4.895776187344936,5.022166712323238,5.14849904015017,5.27486521064073,5.4012474472679655,5.527460851678248,5.65351824526045,5.779693266652796,5.906079210262475,6.032382045190393,6.158337675730996,6.284292436220079,6.410213628933187,6.536134821646358,6.661598972882282,6.786985360574212,6.912624439261213,7.0383817155292405,7.1641381020431565,7.289893618528067,7.415526833640607,7.540909089896102,7.666313107277343,7.791842739716055,7.917372372154765,8.042563014897825,8.167741650237641,8.292853366026595,8.41794645322899,8.543222515755701,8.668621989121839,8.793734210488115,8.918434533485327,9.04323639285624,9.168391236542032,9.293540145303812,9.418525380779696,9.54351061625558,9.668468780416353,9.793422010819048,9.91836123258028,10.04329311278316,10.168279109902356,10.293327107390391,10.418235182736408,10.542775818568144,10.667349893320225,10.79228157022298,10.917213247125735,11.0418231501249,11.166395474396442,11.291079767199047,11.415810751739809,11.54069480051044,11.665722101469669,11.790641861544575,11.915341439602992,12.040085729657722,12.165103166530796,12.290120603403873,12.414845309194396,12.53955599798878,12.664038613812147,12.788452814093535,12.913519541068698,13.03904787491892,13.16446519348408,13.289718595382906,13.415055461729462,13.5406818610882,13.666302482348616,13.79180270077148,13.917302919194285,14.042803137617147,14.168303356040012,14.293803574462874,14.41930379288574,14.544804011308605,14.670304229731467,14.79580444815427,14.921304666577134,15.046804884999997,15.17230510342286,15.297805321845726,15.42330554026859,15.548805758691453,15.674305977114315,15.79980619553712,15.925306413959984,16.050806632382848,16.176306850805712,16.301807069228577,16.427307287651438,16.552807506074302,16.678307724497106,16.80380794291997,16.929308161342835,17.054808379765696,17.18030859818856,17.305808816611425,17.43130903503429,17.556809253457153,17.682309471879954,17.80780969030282,17.933309908725683,18.058810127148547,18.18431034557141,18.30981056399428,18.43531078241714,18.560811000840005,18.686311219262805,18.81181143768567,18.93731165610853,19.0628118745314,19.188312092954263,19.313812311377127,19.43931252979999,19.564812748222792,19.690312966645656,19.81581318506852,19.941313403491385
2,0.72185427,0.0,1.7504296105452375,2.028896525927608,2.193051113166184,2.2874306698117857,2.381810226457434,2.4761897831030817,2.5720165409457465,2.668079751010473,2.7641429610752,2.860436150273584,2.957926162631736,3.05541617498984,3.152906187347991,3.251235495588113,3.3503402019167847,3.449444908245456,3.548549614574127,3.6487468654053417,3.749027225953294,3.849307586501296,3.9890987280081456,4.192354171186426,4.395609614364707,4.598865057542987,4.713774699136029,4.816280534152566,4.918786369169053,5.021676865345825,5.125137602485074,5.228598339624323,5.3320590767635725,5.435960271001799,5.539881995144624,5.643803719287398,5.747874172636466,5.852077186172748,5.9562801997090284,6.0727320221972905,6.281986510667767,6.491240999138243,6.70049548760872,6.835090455977212,6.939630306771906,7.0441701575666,7.148650218986239,7.25299833408204,7.357346449177841,7.461694564273642,7.565701534927513,7.66967356598796,7.773645597048407,7.877542749528511,7.981362809679667,8.085182869830822,8.188956902111155,8.292042121762622,8.395127341414037,8.498212561065504,8.600843262976582,8.703184347436675,8.805525431896768,8.90775786865847,9.009270532338954,9.11078319601939,9.212295859699877,9.312910944108696,9.412970347448232,9.513029750787767,9.613002154354096,9.711706141205685,9.810410128057272,9.909114114908812,10.097710191043223,10.389830358722127,10.681950526401032,10.974070694079934,11.106625027838923,11.202548347792266,11.29847166774556,11.394218197505069,11.488437258515525,11.582656319525984,11.676875380536444,11.770574211547496,11.863216927088631,11.95585964262977,12.048502358170865,12.14009675123684,12.230582884606372,12.321069017975908,12.41155515134544,12.501027354241108,12.58972183913398,12.678416324026813,12.767110808919686,12.952969609769704,13.214119585124472,13.47526956047924,13.736419535834006,13.954390832421968,14.12416438173509,14.293937931048127,14.463711480361251,14.608513337290546,14.691344951348649,14.774176565406751,14.857008179464856,14.939952558577174,15.102229678396553,15.26450679821601,15.426783918035468,15.589061037854924,15.700571170307756,15.779496670817313,15.858422171326868,15.937347671836424,16.01604351252865,16.092763262090088,16.169483011651526,16.246202761212963,16.322922510774397,16.398842670925962,16.473898371651757,16.548954072377516,16.624009773103307,16.6990654738291,16.77252320761045,16.845396438992765,16.91826967037508,16.991142901757392,17.06401613313971,17.195664829937694,17.33743551956554,17.47920620919338,17.620976898821223,17.762747588449066,17.90123104447337,18.0390750913754,18.176919138277423,18.314763185179384,18.45260723208141,18.54242141629112,18.609461754797927,18.676502093304737,18.743542431811548,18.81058277031836,18.85277777777777,18.85277777777777,18.85277777777777,18.85277777777777
3,0.8528545,0.0,1.1900300014931036,1.3198699515976078,1.4497231301066076,1.5796178209130745,1.7095125117196044,1.8393344196314385,1.969085422395119,2.0988364251588,2.227786870962684,2.356490163997859,2.485194475966928,2.6139682697690354,2.742742063571205,2.871405565268233,2.999751340611394,3.1280971159545548,3.2562347130328875,3.384158971988017,3.5120832309430843,3.639779628694628,3.767388789103193,3.894997949511757,4.022503351063545,4.150002779265002,4.277501337836719,4.4049953725868365,4.532489407336891,4.659615395066764,4.786115400810502,4.912615406554241,5.039118542978746,5.165624015085379,5.292129487192014,5.418186511969265,5.544108607895538,5.670030703821811,5.796061833606705,5.92209770429581,6.048066569502921,6.1736294792726,6.29919238904228,6.424575180621225,6.549573153442508,6.674571126263792,6.799631558224148,6.924757026238357,7.049882494252564,7.17483765331747,7.29970309251924,7.424568531721071,7.549067609368282,7.673483042574324,7.797898475780366,7.922166909285351,8.046430401701777,8.170643375523742,8.294468027346973,8.418292679170266,8.542055859507139,8.665641447504653,8.789227035502167,8.912682361513035,9.035937017501777,9.159191673490458,9.282528987841642,9.405941186063194,9.529353384284745,9.65255658222637,9.77564743245332,9.898738282680268,10.021733856227192,10.144701107085831,10.26766835794453,10.3904448211717,10.513196775542363,10.635948729913029,10.758299633449097,10.88064909373822,11.00299713284347,11.12533261892268,11.247668105001887,11.369982244023904,11.492212111631192,11.614441979238483,11.736499517052945,11.85815061322023,11.979801709387456,12.101526536183306,12.223367316092942,12.34520809600258,12.466869239056766,12.588331887328833,12.709794535600894,12.830943535141174,12.951843007991116,13.072742480841065,13.193709657858667,13.314715853837702,13.435722049816738,13.556471006651016,13.677113636032333,13.79775626541359,13.91863477571495,14.03958118717598,14.16052759863701,14.281016539459856,14.401419182273743,14.521821825087637,14.64207929047278,14.762320997775536,14.882562705078293,15.00292532577461,15.123293123940478,15.243659095486022,15.36387407076736,15.484089046048696,15.604277654421486,15.72406193955563,15.843846224689775,15.96361511332068,16.083255283920195,16.202895454519712,16.32255668049605,16.4423382653379,16.5621198501798,16.681419190518756,16.79862856914068,16.915837947762597,17.033560410177486,17.153073681246713,17.27258695231594,17.392091421573717,17.511570127728948,17.631048833884176,17.720054530032535,17.73200866739719,17.743962804761843,17.755916942126497,17.76787107949115,17.779825216855798,17.791779354220452,17.803733491585106,17.81568762894976,17.827641766314414,17.83959590367907,17.851550041043723,17.86350417840837,17.875458315773024,17.887412453137678,17.899366590502332
4,0.86301684,0.0,1.2003387507341805,1.3575094757310753,1.5123738546652243,1.6660066406155978,1.81848778674058,1.9688658951979503,2.1192258531257595,2.2666067822120817,2.413987711298404,2.559682292956348,2.70430109560172,2.848488891929005,2.9905609954141887,3.132633098899373,3.2730983756827148,3.412821991187145,3.552204807113145,3.689763000219688,3.827321193326165,3.963700334759168,4.099262814075187,4.234825293391206,4.368574926990497,4.502299597248143,4.635438984398385,4.767473301885097,4.899507619371746,5.030498451867102,5.160980613280144,5.291462774693187,5.420570401374429,5.549630391799243,5.678390319299789,5.806150840677891,5.933911362056056,6.061118732084631,6.187696030039527,6.314273327994423,6.440123074922637,6.565627678973866,6.691132283025095,6.815800093855087,6.94033748374136,7.064848695952223,7.18851990489463,7.312191113837036,7.43572740915936,7.558629573348667,7.681531737537916,7.804229437332092,7.92645629965393,8.04868316197577,8.170667901516891,8.292310276484963,8.413952651453034,8.535341066242408,8.656487272254004,8.77763347826566,8.898534724030768,9.019270988359455,9.140007252688148,9.258738207033758,9.376496409885029,9.49425461273624,9.614009818354193,9.73446205097233,9.854914283590466,9.97508594609149,10.09518889282758,10.215291839563672,10.335327083876642,10.45535142999742,10.57537577611826,10.695142845412317,10.814886780840324,10.934630716268332,11.0546400980373,11.174656644457723,11.294678484353852,11.414860480839138,11.535042477324424,11.65524783560659,11.775677518242189,11.896107200877788,12.016590723149726,12.137351344179194,12.258111965208602,12.378994736397004,12.500266254819932,12.621537773242862,12.742972800853774,12.864746625195052,12.98652044953633,13.108585555206012,13.2310464236162,13.353507292026388,13.476282347674038,13.59932892803148,13.722375508388923,13.845937991583863,13.969760507907184,14.093583024230444,14.218432292382346,14.343520323417112,14.468608354451884,14.594362687288148,14.720132167806735,14.846081383445073,14.972932366833106,15.099783350221202,15.227085813411888,15.355129358522396,15.483172903632903,15.61202425527465,15.741377192432884,15.870730129591117,16.001439263473003,16.132327679308794,16.263515607675057,16.39607265944694,16.528629711218823,16.661945505257805,16.795997056511634,16.930048607765396,17.065802847989698,17.20181192742972,17.33841778648297,17.47665477498572,17.614891763488473,17.75451213386604,17.894714626469213,18.03532229835475,18.17777949934932,18.32023670034388,18.464561931340743,18.609697401298984,18.755524107851564,18.903326985859,19.05112986386644,19.201651218476773,19.3525907125724,19.50517965341524,19.65927830275779,19.81424358288961,19.9721531010523,20.13006261921499,20.291796993379315,20.453591330895872,20.61865186765853,20.78455167939454
5,0.9113639,0.0,1.1337880354800152,1.2926355035589,1.450139227421173,1.6053159870866844,1.7600837591260194,1.91188937757174,2.06369499601746,2.2129382516249785,2.361644434446424,2.5089694483844363,2.654823699818497,2.80043670557484,2.943779644965422,3.0871225843560053,3.2288588278783905,3.3697822488098472,3.510281766993549,3.64897755942311,3.787673351852604,3.9249817038057775,4.061627491861775,4.198036536630331,4.332797366354801,4.467558196079271,4.601386509989162,4.734416318529444,4.867446127069663,4.999018901330113,5.13046180253692,5.261518647700592,5.391510062924311,5.52150147814803,5.650719591508844,5.779387249455185,5.9080549074015885,6.035670351568824,6.163135177107415,6.290447889308148,6.416824797921925,6.543201706535703,6.669205573520859,6.79460418548366,6.9200027974465215,7.044876284062196,7.169401570311923,7.29392685656165,7.417832840152419,7.541585710096259,7.665338580040037,7.788426694742449,7.911504534816585,8.034493918713542,8.156991089360119,8.279488260006698,8.401835608665369,8.523843906443316,8.645852204221205,8.767681182077967,8.88929027285433,9.010899363630694,9.132327132659563,9.253624961205624,9.374922789751682,9.496061449219123,9.617134630040209,9.738207810861294,9.859165745720071,9.98009993956066,10.101034133401248,10.221917296124792,10.342797576300796,10.463679792748447,10.584591005254696,10.705502217760944,10.8264342240373,10.947461345254174,11.068488466471049,11.189604669055347,11.310929761242908,11.432254853430528,11.553701825511414,11.67531484107859,11.796927856645766,11.91874909465562,12.040737650025235,12.162726205394856,12.285037520339332,12.407490846829363,12.529944173319397,12.65286749957714,12.775876847778738,12.89889205049064,13.022551116907453,13.146210183324206,13.270009283380798,13.39441466451208,13.51882004564336,13.643549712914144,13.768801392551142,13.89405307218814,14.01987266444221,14.146074540674164,14.272276416906184,14.399360250523044,14.526620709847684,14.653988549802776,14.78242109683074,14.910853643858704,15.039770597427912,15.16949455001632,15.299218502604724,15.429914202606838,15.561055463893886,15.69223583817889,15.824927759000314,15.95761967982174,16.090981646337045,16.225365993966925,16.359750341596808,16.495609111558228,16.63183716374724,16.76854386741401,16.90677765444397,17.04501144147386,17.184803308486416,17.32521703061041,17.465730896483443,17.606579995699803,17.74742909491616,17.891729702673178,18.036967227542217,18.18337375875782,18.33163807212563,18.47999337307746,18.631174736387504,18.782356099697544,18.9359249919052,19.09040659518568,19.246441558633133,19.40426378199021,19.56319382947678,19.72531216229841,19.887862003446127,20.05412585691725,20.22041706592244,20.39149251398918,20.562567962055844,20.73845672490261,20.91452174160296,21.096125291265505
6,0.9115415,0.0,1.1337880354800152,1.2926355035589,1.450139227421173,1.6053159870866844,1.7600837591260194,1.91188937757174,2.06369499601746,2.2129382516249785,2.361644434446424,2.5089694483844363,2.654823699818497,2.80043670557484,2.943779644965422,3.0871225843560053,3.2288588278783905,3.3697822488098472,3.510281766993549,3.64897755942311,3.787673351852604,3.9249817038057775,4.061627491861775,4.198036536630331,4.332797366354801,4.467558196079271,4.601386509989162,4.734416318529444,4.867446127069663,4.999018901330113,5.13046180253692,5.261518647700592,5.391510062924311,5.52150147814803,5.650719591508844,5.779387249455185,5.9080549074015885,6.035670351568824,6.163135177107415,6.290447889308148,6.416824797921925,6.543201706535703,6.669205573520859,6.79460418548366,6.9200027974465215,7.044876284062196,7.169401570311923,7.29392685656165,7.417832840152419,7.541585710096259,7.665338580040037,7.788426694742449,7.911504534816585,8.034493918713542,8.156991089360119,8.279488260006698,8.401835608665369,8.523843906443316,8.645852204221205,8.767681182077967,8.88929027285433,9.010899363630694,9.132327132659563,9.253624961205624,9.374922789751682,9.496061449219123,9.617134630040209,9.738207810861294,9.859165745720071,9.98009993956066,10.101034133401248,10.221917296124792,10.342797576300796,10.463679792748447,10.584591005254696,10.705502217760944,10.8264342240373,10.947461345254174,11.068488466471049,11.189604669055347,11.310929761242908,11.432254853430528,11.553701825511414,11.67531484107859,11.796927856645766,11.91874909465562,12.040737650025235,12.162726205394856,12.285037520339332,12.407490846829363,12.529944173319397,12.65286749957714,12.775876847778738,12.89889205049064,13.022551116907453,13.146210183324206,13.270009283380798,13.39441466451208,13.51882004564336,13.643549712914144,13.768801392551142,13.89405307218814,14.01987266444221,14.146074540674164,14.272276416906184,14.399360250523044,14.526620709847684,14.653988549802776,14.78242109683074,14.910853643858704,15.039770597427912,15.16949455001632,15.299218502604724,15.429914202606838,15.561055463893886,15.69223583817889,15.824927759000314,15.95761967982174,16.090981646337045,16.225365993966925,16.359750341596808,16.495609111558228,16.63183716374724,16.76854386741401,16.90677765444397,17.04501144147386,17.184803308486416,17.32521703061041,17.465730896483443,17.606579995699803,17.74742909491616,17.891729702673178,18.036967227542217,18.18337375875782,18.33163807212563,18.47999337307746,18.631174736387504,18.782356099697544,18.9359249919052,19.09040659518568,19.246441558633133,19.40426378199021,19.56319382947678,19.72531216229841,19.887862003446127,20.05412585691725,20.22041706592244,20.39149251398918,20.562567962055844,20.73845672490261,20.91452174160296,21.096125291265505
7,0.8920385,0.0,1.1337880354800152,1.2926355035589,1.450139227421173,1.6053159870866844,1.7600837591260194,1.91188937757174,2.06369499601746,2.2129382516249785,2.361644434446424,2.5089694483844363,2.654823699818497,2.80043670557484,2.943779644965422,3.0871225843560053,3.2288588278783905,3.3697822488098472,3.510281766993549,3.64897755942311,3.787673351852604,3.9249817038057775,4.061627491861775,4.198036536630331,4.332797366354801,4.467558196079271,4.601386509989162,4.734416318529444,4.867446127069663,4.999018901330113,5.13046180253692,5.261518647700592,5.391510062924311,5.52150147814803,5.650719591508844,5.779387249455185,5.9080549074015885,6.035670351568824,6.163135177107415,6.290447889308148,6.416824797921925,6.543201706535703,6.669205573520859,6.79460418548366,6.9200027974465215,7.044876284062196,7.169401570311923,7.29392685656165,7.417832840152419,7.541585710096259,7.665338580040037,7.788426694742449,7.911504534816585,8.034493918713542,8.156991089360119,8.279488260006698,8.401835608665369,8.523843906443316,8.645852204221205,8.767681182077967,8.88929027285433,9.010899363630694,9.132327132659563,9.253624961205624,9.374922789751682,9.496061449219123,9.617134630040209,9.738207810861294,9.859165745720071,9.98009993956066,10.101034133401248,10.221917296124792,10.342797576300796,10.463679792748447,10.584591005254696,10.705502217760944,10.8264342240373,10.947461345254174,11.068488466471049,11.189604669055347,11.310929761242908,11.432254853430528,11.553701825511414,11.67531484107859,11.796927856645766,11.91874909465562,12.040737650025235,12.162726205394856,12.285037520339332,12.407490846829363,12.529944173319397,12.65286749957714,12.775876847778738,12.89889205049064,13.022551116907453,13.146210183324206,13.270009283380798,13.39441466451208,13.51882004564336,13.643549712914144,13.768801392551142,13.89405307218814,14.01987266444221,14.146074540674164,14.272276416906184,14.399360250523044,14.526620709847684,14.653988549802776,14.78242109683074,14.910853643858704,15.039770597427912,15.16949455001632,15.299218502604724,15.429914202606838,15.561055463893886,15.69223583817889,15.824927759000314,15.95761967982174,16.090981646337045,16.225365993966925,16.359750341596808,16.495609111558228,16.63183716374724,16.76854386741401,16.90677765444397,17.04501144147386,17.184803308486416,17.32521703061041,17.465730896483443,17.606579995699803,17.74742909491616,17.891729702673178,18.036967227542217,18.18337375875782,18.33163807212563,18.47999337307746,18.631174736387504,18.782356099697544,18.9359249919052,19.09040659518568,19.246441558633133,19.40426378199021,19.56319382947678,19.72531216229841,19.887862003446127,20.05412585691725,20.22041706592244,20.39149251398918,20.562567962055844,20.73845672490261,20.91452174160296,21.096125291265505
8,0.8886177,0.0,1.242625792985613,1.4000928505743957,1.553845229619967,1.7075976086654632,1.8587832717699104,2.009077783393021,2.1580479353481627,2.305168186625752,2.4521659741762343,2.596369608782844,2.740573243389454,2.8831177615596646,3.0246398553214395,3.165793182649092,3.304849123710994,3.443905064772896,3.5815173056471217,3.718305252052936,3.854834712519061,3.9884669302621103,4.12209914800516,4.2552680240496725,4.387950236283543,4.520632448517413,4.652078984619903,4.783317859208775,4.914232206538729,5.043756105091289,5.173280003643847,5.301984248775041,5.429832553653601,5.557680858532162,5.684437448262267,5.81084562998694,5.937253811711676,6.062449083504614,6.187641988465737,6.312581990959432,6.436577679360914,6.560573367762396,6.684174772610348,6.807184171087589,6.93019356956489,7.052705182421004,7.174834703387728,7.2969642243544515,7.41881569011657,7.540554303364293,7.662292916611956,7.783460193462352,7.904517489377665,8.025574785292978,8.14580331422733,8.26598792777935,8.386162936281186,8.506142034047603,8.62612113181396,8.746047247349612,8.865624589413171,8.985201931476732,9.104655581063664,9.223636020334077,9.34261645960449,9.461535180116964,9.58029110787086,9.699047035624762,9.817756440283151,9.936374332615456,10.054992224947757,10.17381362840984,10.292945757786187,10.41207788716248,10.5310540991473,10.649842173518357,10.76863024788941,10.887527765587414,11.006529835148132,11.125531904708849,11.244597768144502,11.363711241236482,11.482824714328462,11.602246859497242,11.721843442419145,11.841440025341043,11.961105609283088,12.080799046301667,12.20049248332019,12.32056117002482,12.440726472257325,12.56089177448983,12.681558979658371,12.802288516960877,12.92301805426338,13.044405033806893,13.165793734722843,13.287274013051666,13.40941984060892,13.531565668166175,13.653936757927076,13.776941221310816,13.899945684694554,14.023358697636668,14.147327406810303,14.271296115983942,14.39591722151391,14.52096049286177,14.646003764209633,14.772016805497133,14.89825032779345,15.024547777488658,15.1520933490071,15.279638920525544,15.407632775263108,15.536619124688482,15.665605474113857,15.795544759761604,15.926108465839016,16.056672171916492,16.188837815693617,16.3211243433442,16.453956269864822,16.588121143953117,16.722286018041412,16.85785771330641,16.99406785553342,17.1305548043843,17.268990064126527,17.407425323868758,17.54731761132329,17.68817252794731,17.829225090601202,17.971683588309602,18.11414208601807,18.25944357321736,18.40602356623829,18.55358746020213,18.70340486413616,18.85322226807019,19.00644674844801,19.159784809405064,19.31565767526404,19.4727049048994,19.63147116103838,19.79231322433049,19.954351493206165,20.119486099677907,20.285364477531346,20.45507467995646,20.62535252802612,20.80037976932291
9,0.91766864,0.0,1.5071278712730989,1.654966643751228,1.801808327916292,1.946927104041704,2.0920458801671864,2.23475840068477,2.377361945654776,2.518792325752324,2.659069384549235,2.7993223795798943,2.937447549267114,3.0755727189542674,3.212744248748551,3.3488796016193207,3.4850149544900906,3.6191850298882806,3.753161519883704,3.8866193506377775,4.018902119032275,4.1511848874268376,4.282423204452226,4.413144239156833,4.543865273861439,4.6731490173950405,4.802432501232082,4.931318324288711,5.059281486142387,5.187244647996126,5.3145128252463385,5.44126669902734,5.568020572808341,5.693866911461914,5.81951701612915,5.9451214326628286,6.06976838453882,6.194415336414812,6.318838715831348,6.442578782795924,6.566318849760501,6.689711143870358,6.81263674965911,6.935562355447802,7.058060844201393,7.180261029911777,7.302461215622161,7.424192303621973,7.545753152599979,7.667314001577986,7.788394819101904,7.909399850614781,8.030404882127659,8.151038805351504,8.271665305618338,8.392257893642444,8.512489054944876,8.632720216247305,8.752876404501986,8.872694837479163,8.99251327045634,9.112266848393691,9.231844934330116,9.35142302026654,9.470943163664575,9.59035672115109,9.709770278637665,9.82914537982239,9.94846960535162,10.067793830880854,10.187158848852055,10.306563594061087,10.425968339270115,10.545352899718049,10.66472298624324,10.784093072768432,10.90355245153831,11.023057903775046,11.14256335601178,11.262224922928535,11.381941284515555,11.50165764610264,11.621611250382808,11.74161486473422,11.861618479085632,11.98195709331888,12.102325399931503,12.222704539387449,12.343612568455384,12.464520597523377,12.58548519715407,12.706821138965818,12.828157080777569,12.949673765964668,13.071713523128816,13.193753280292905,13.316067000790673,13.43879908174449,13.561531162698309,13.684692973609303,13.808205296022754,13.9317176184362,14.055860631316197,14.18024432957271,14.304628027829288,14.429897333768396,14.555247205966367,14.680736690677383,14.807151685965527,14.933566681253676,15.060412959314766,15.187996712290062,15.31558046526536,15.443972017073854,15.572833437012722,15.701694856951592,15.831841023405474,15.962094947364456,16.092715189737497,16.22448311009004,16.356251030442586,16.488991736104957,16.622402614942835,16.75581349378071,16.890959932342852,17.026151117440836,17.162097915744255,17.299216175566464,17.436334435388673,17.575215380206984,17.714418078850045,17.85438098035396,17.995837417549073,18.13729385474411,18.280867468961368,18.4247604155028,18.56981878394173,18.71634624946866,18.86304305838447,19.012420336688265,19.161797614992057,19.31348947868173,19.466072816555467,19.62010029509089,19.776028460413617,19.93264849101005,20.09220482000952,20.251763559717663,20.41539095446068,20.57901834920378,20.746235510738444,20.914021175801228
